step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value_confident,profit,0.034875,0.21573170267602046,,-21.643122241096503,26.577979921782763,-73.73500566961938,30.44876118742638,22.07376443029126,70,8950.585118192055,11.188231397740068,0.08504858565072039,0.09695826701054294,0.25,0.2725,0.0875,False,False,False,8950.585118192055,8950.585118192055
6,treatment,policy_value_confident,profit,0.028562500000000005,0.2071781323251461,0.17333907136418344,-5.260123815554774,16.473070141041635,-37.54674800679851,27.026500375688965,21.83566535296355,146,8501.55276926816,10.6269409615852,0.08135615353492817,0.09139168529487901,0.25,0.2625,0.095,False,False,False,8501.55276926816,17452.137887460216
7,treatment,policy_value_confident,profit,0.028062499999999997,0.2172328380862862,0.10244857009062622,4.524101752893178,12.776953411439289,-20.518266765674,29.566470271460354,25.540319913089068,228,8560.969433541828,10.701211791927285,0.08063579435075337,0.08956878422114052,0.25,0.28875,0.1025,False,False,False,8560.969433541828,26013.107321002044
8,treatment,policy_value_confident,profit,0.03325,0.22323165670077638,0.1304957532994665,4.604727227013908,10.440136619231536,-15.857564540357657,25.06701899438547,21.777223811025774,248,8626.895971590551,10.783619964488189,0.0813963199943425,0.08930977827194703,0.25,0.2825,0.1125,False,False,False,8626.895971590551,34640.00329259259
9,treatment,policy_value_confident,profit,0.033468750000000005,0.2243709965673407,0.14897834889476144,5.858883865595625,11.53127615099284,-16.74200208613599,28.459769817327242,24.826145265935203,250,9413.801127284823,11.767251409106029,0.08291286072166057,0.09321739088743289,0.25,0.27125,0.0975,False,False,False,9413.801127284823,44053.804419877415
10,treatment,policy_value_confident,profit,0.029906250000000002,0.22456530015835852,0.16902165019668472,2.4665242233254228,11.615901494292435,-20.30022435345274,25.233272800103585,21.57298192652335,259,9318.106788990608,11.64763348623826,0.08293839801078473,0.09326312331141447,0.25,0.26375,0.11375,False,False,False,9318.106788990608,53371.91120886803
11,treatment,policy_value_confident,profit,0.033968750000000006,0.1984328863531964,0.16266781419821877,-2.3236373688610663,12.225495591810828,-26.285168421963476,21.63789368424134,17.7855133966082,251,9395.161364724412,11.743951705905515,0.08351870018280957,0.09441822468711651,0.25,0.28375,0.1025,False,False,False,9395.161364724412,62767.072573592435
12,treatment,policy_value_confident,profit,0.035375000000000004,0.20851035940980808,0.13521137794856075,-12.696583230301533,10.516842862297867,-33.30921647147248,7.916050010869414,4.602083895827809,239,8607.300608750777,10.75912576093847,0.07618168397102897,0.08097643870473709,0.25,0.27625,0.0825,False,False,False,8607.300608750777,71374.37318234322
13,treatment,policy_value_confident,profit,0.03421875,0.21831366531131507,0.18455627720652057,-22.004671744936445,11.085086893397127,-43.7310428214918,-0.2783006683810889,-3.771326363259959,208,9260.80511618896,11.576006395236199,0.08431010612403483,0.09223624452083427,0.25,0.2675,0.075,True,True,False,9010.80511618896,80385.17829853218
14,treatment,policy_value_confident,profit,0.049035145888594166,0.19713087400123364,0.16220365887872276,-18.478658283661055,10.044149673582718,-38.16482989921292,1.2075133318908051,-1.9575022634250843,209,-9921.475288390968,-12.40184411048871,-0.14256715541533244,-0.02732095236672903,0.25,0.28125,0.10375,True,True,False,-10171.475288390968,70213.70301014121
15,treatment,policy_value_confident,profit,0.061467604712041886,0.20977519510147843,0.1512696340580597,-12.225297236890322,10.560101512776715,-32.92271587501962,8.472121401238974,5.144524037376177,220,-6593.420846553509,-8.241776058191887,-0.14162144109801214,-0.061686295637836466,0.175,0.21,0.09625,False,False,False,-6593.420846553509,63620.2821635877
16,treatment,policy_value_confident,profit,0.06053501308900523,0.200908657683377,0.15068452107473257,-12.375500123425303,7.953421863475685,-27.963920529691084,3.2129202828404786,0.7067146753878095,230,-6481.463666957086,-8.101829583696357,-0.1443455279234919,-0.06867782422211298,0.15875,0.1975,0.0875,False,False,False,-6481.463666957086,57138.818496630614
17,treatment,policy_value_confident,profit,0.054887107329842935,0.19864888201067984,0.09834177499145837,-3.9743771721852212,8.137396271550973,-19.92338079235564,11.974626447985198,9.410448599016778,242,-6083.423874653436,-7.604279843316794,-0.145307991286933,-0.06906836786115761,0.1525,0.19,0.11875,False,False,False,-6083.423874653436,51055.394621977175
18,treatment,policy_value_confident,profit,0.05786812827225131,0.2019267829971451,0.040985014559224056,-3.6522949620520495,7.358287146537098,-18.07427275716876,10.76968283306466,8.45101033907989,249,-6127.814996568055,-7.6597687457100685,-0.14280909223103763,-0.0650508287300708,0.14875,0.1875,0.105,False,False,False,-6127.814996568055,44927.57962540912
19,treatment,policy_value_confident,profit,0.06103812172774869,0.20092859752948425,0.08391873403959117,3.8686100143286444,7.218485451803756,-10.279361494133052,18.01658152279034,15.741961990824482,270,-6687.0862702603845,-8.35885783782548,-0.1414668246908371,-0.06268280662380223,0.16,0.2075,0.11375,False,False,False,-6687.0862702603845,38240.493355148734
20,treatment,policy_value_confident,profit,0.05879172120418848,0.21100089264726676,0.10314162069380753,3.4510553855187616,8.138802051200805,-12.500703512135528,19.40281428317305,16.838193458476482,247,-5137.558322537521,-6.421947903171901,-0.14444734980907273,-0.07102304554178392,0.135,0.16125,0.09,False,False,False,-5137.558322537521,33102.93503261121
21,treatment,policy_value_confident,profit,0.06364201570680628,0.20560064257300428,0.19581008038925118,3.2578470011750857,9.817970809261084,-15.985022186242201,22.500716188592374,19.406971896091854,233,-5608.864298663821,-7.011080373329776,-0.1438016330042741,-0.06417492886679942,0.16,0.18,0.0875,False,False,False,-5608.864298663821,27494.07073394739
22,treatment,policy_value_confident,profit,0.0548666557591623,0.20971957752423948,0.1786000872265994,-10.181976758337704,10.105601985767345,-29.988592692538145,9.624639175862736,6.440259320479708,230,-4959.021793367101,-6.198777241708877,-0.14593253480976237,-0.07464657176184156,0.1175,0.15375,0.11,False,False,False,-4959.021793367101,22535.048940580287
23,treatment,policy_value_confident,profit,0.06263579842931938,0.20468579069238185,0.18469913415607447,-6.867110198570294,8.213650954101215,-22.965570250191725,9.231349853051135,6.643143363796505,240,-6534.997945020492,-8.168747431275614,-0.14354398012489125,-0.06824858454931354,0.14875,0.2,0.1025,False,False,False,-6534.997945020492,16000.050995559795
24,treatment,policy_value_confident,profit,0.05013007198952879,0.2148558629142216,0.15262022787870336,-16.545694585774307,7.117433217287339,-30.495607354026532,-2.595781817522081,-4.838558743734346,245,-5880.131111410397,-7.350163889262997,-0.14496850444620737,-0.06877457670126437,0.15625,0.18375,0.09375,True,True,False,-6130.131111410397,9869.919884149398
25,treatment,policy_value_confident,profit,0.054918846899224806,0.20697281221595681,0.11989671966806839,-4.578331321631952,7.097557996793672,-18.489289373531797,9.332626730267892,7.0961126918925395,232,-6289.0639374006605,-7.8613299217508255,-0.14191909682182938,-0.13267980972193175,0.16375,0.2025,0.09375,False,False,False,-6289.0639374006605,3580.8559467487376
