step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value_confident,profit,0.03096875,0.21517506568914818,,-8.275645047752995,22.544618692131863,-52.46228572951993,35.910995634013936,28.80695277623804,73,9231.867615768144,11.53983451971018,0.08178684963631212,0.059303342571041334,0.25,0.2775,0.09125,False,False,False,9231.867615768144,9231.867615768144
6,treatment,policy_value_confident,profit,0.033,0.21769321938950548,0.12987330830363528,2.8544672596878944,17.468595526083096,-31.383350831932482,37.09228535130827,31.587749968513922,147,9174.442685808692,11.468053357260864,0.08022127842526178,0.06002508968242717,0.25,0.275,0.0925,False,False,False,9174.442685808692,18406.310301576836
7,treatment,policy_value_confident,profit,0.0371875,0.2079045899268822,0.1377015187912596,0.6410048458473205,14.111571999363244,-27.01716803814851,28.29917772984315,23.85247523098678,221,8649.953417021692,10.812441771277115,0.076610452148653,0.05426253791105234,0.25,0.2775,0.0925,False,False,False,8649.953417021692,27056.26371859853
8,treatment,policy_value_confident,profit,0.03421875,0.21298239758443308,0.1323646504746372,7.411255689997219,14.063571503792627,-20.152837951440127,34.975349331434565,30.54377228590188,226,8985.367952003005,11.231709940003757,0.07992804708023625,0.06136848679222696,0.25,0.27875,0.0975,False,False,False,8985.367952003005,36041.631670601535
9,treatment,policy_value_confident,profit,0.0333125,0.2069597943589429,0.1878628984929225,7.430572949480854,12.83120141429496,-17.718119700916663,32.57926559987837,28.53602113392877,236,8596.908852997567,10.746136066246958,0.07931562528232995,0.056012536474211186,0.25,0.2725,0.105,False,False,False,8596.908852997567,44638.540523599106
10,treatment,policy_value_confident,profit,0.031156250000000003,0.21468511808440474,0.15225168019438592,26.908685683907862,13.12024540484608,1.1934772220824108,52.62389414573332,48.48956892456232,234,9200.09217357554,11.500115216969425,0.08246430296653019,0.05970244189320814,0.25,0.27375,0.09,False,False,False,9200.09217357554,53838.632697174646
11,treatment,policy_value_confident,profit,0.0321875,0.21178456877619262,0.12085174108756473,24.49088347293454,13.87186970570028,-2.6974815484702397,51.67924849433932,47.30807867095389,232,8793.374627619938,10.991718284524923,0.08322302477133255,0.060683806633844685,0.25,0.26875,0.095,False,False,False,8793.374627619938,62632.007324794584
12,treatment,policy_value_confident,profit,0.028999999999999998,0.2140995746647986,0.16615109341512152,29.222285693022517,14.770401098229694,0.2728315032814663,58.17173988276357,53.51743351097363,217,8968.349758016442,11.210437197520553,0.08041382301721278,0.06027234829177184,0.25,0.27625,0.08625,False,False,False,8968.349758016442,71600.35708281102
13,treatment,policy_value_confident,profit,0.03634375,0.21825583732894105,0.15958886041243375,10.701701646709246,14.288731571841806,-17.30369761886108,38.70710091227957,34.20457359718924,243,8816.341764006518,11.020427205008147,0.0811375263377451,0.05803556714978808,0.25,0.2825,0.1225,False,False,False,8816.341764006518,80416.69884681754
14,treatment,policy_value_confident,profit,0.03584375,0.21249873636065125,0.16419837508114932,3.4731380490973462,12.729143871739506,-21.475525493540818,28.421801591735512,24.41071651451517,245,-8813.654489136388,-11.017068111420485,-0.14526362579893767,0.05722792292109542,0.25,0.275,0.0975,False,False,False,-8813.654489136388,71603.04435768115
