step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.033375,0.2251069496221235,0.022422042348459723,,9815.931701223557,12.269914626529447,0.08302983655652083,0.08712886452694352,0.25,0.2775,0.10625,False,9815.931701223557,9815.931701223557
6,treatment,policy_value,profit,0.0330625,0.20160596098139158,0.03291320845652003,,8915.44743830369,11.144309297879612,0.08068194457575867,0.08449719456833779,0.25,0.25875,0.1025,False,8915.44743830369,18731.37913952725
7,treatment,policy_value,profit,0.0343125,0.20712819357363726,0.038095664706914674,,9178.043947279846,11.472554934099808,0.08052910299966957,0.08394424115367945,0.25,0.27875,0.07625,False,9178.043947279846,27909.423086807095
8,treatment,policy_value,profit,0.02790625,0.22015947248147488,0.07037573560191475,,8850.10520086073,11.062631501075911,0.07872228920804457,0.08138617387425506,0.25,0.265,0.09125,False,8850.10520086073,36759.528287667825
9,treatment,policy_value,profit,0.0333125,0.21282446213624262,0.16702143774891542,8.562301576907608,8879.220979530972,11.099026224413715,0.08377058588982197,0.08649052120017718,0.25,0.2725,0.10625,False,8879.220979530972,45638.7492671988
10,treatment,policy_value,profit,0.030656250000000003,0.20942561976514285,0.14019780887893796,-1.3711147210416272,9072.807795683133,11.341009744603916,0.080430314192478,0.08233022198495109,0.25,0.26375,0.085,True,8822.807795683133,54461.55706288193
11,treatment,policy_value,profit,0.03505388414907948,0.2134515788457441,0.1360323216809962,23.57483458522093,9045.553682168313,11.30694210271039,0.07948643540309865,0.07678211366959688,0.25,0.27,0.11625,False,9045.553682168313,63507.110745050246
12,treatment,policy_value,profit,0.033635285698248765,0.20915564286390442,0.10301864015108722,12.90826147523468,8594.154260557001,10.74269282569625,0.07983151749138212,0.07455425101192971,0.25,0.2675,0.12625,False,8594.154260557001,72101.26500560725
13,treatment,policy_value,profit,0.03382507296811855,0.21705026551771175,0.09768525122110915,8.395653000329451,9050.717014292482,11.313396267865603,0.0816908692818864,0.07981967385966642,0.25,0.27375,0.09375,False,9050.717014292482,81151.98201989973
14,treatment,policy_value,profit,0.04237104288280198,0.23575697829205125,0.09629173221663215,5.182077017276093,-8962.247321136389,-11.202809151420485,-0.14283002578605575,0.08047446475922371,0.25,0.2775,0.1075,False,-8962.247321136389,72189.73469876335
15,treatment,policy_value,profit,0.03490745678042209,0.21847126753156945,0.0967918905133468,5.55689488224016,-8974.112230067942,-11.217640287584928,-0.14500050902618294,0.0765209128987877,0.25,0.2625,0.08375,False,-8974.112230067942,63215.62246869541
16,treatment,policy_value,profit,0.0334692832285586,0.22153680693994077,0.12481218444321476,-9.6667559677599,-9158.457535378007,-11.448071919222508,-0.14399457978092847,0.07562724738558624,0.25,0.27375,0.09875,True,-9408.457535378007,53807.1649333174
17,treatment,policy_value,profit,0.03153396190716448,0.21265157146020436,0.16365500090505586,-11.954519036953812,-8926.2033474565,-11.157754184320625,-0.14399193112035036,0.06491084904843902,0.25,0.27,0.09,True,-9176.2033474565,44630.9615858609
18,treatment,policy_value,profit,0.03375376094091904,0.20944433370362817,0.2245573469958163,-12.292877837622303,-8870.122443805169,-11.08765305475646,-0.14268636871268014,0.06445356644919553,0.25,0.2725,0.09625,True,-9120.122443805169,35510.83914205573
19,treatment,policy_value,profit,0.03814655172413793,0.20881757292416672,0.24438720278915216,-24.99774441885451,-8779.68264165055,-10.974603302063187,-0.14295474632874647,0.05944514009712262,0.25,0.26875,0.095,True,-9029.68264165055,26481.15650040518
20,treatment,policy_value,profit,0.03387427606177606,0.21082923486479377,0.23776012379411776,-17.743991013206244,-9296.05738850596,-11.62007173563245,-0.144084198885036,0.05822595479245891,0.25,0.28125,0.1,True,-9546.05738850596,16935.09911189922
21,treatment,policy_value,profit,0.02947778041825095,0.20909149848455413,0.264196761607673,-20.3690633885613,-9284.47178659244,-11.60558973324055,-0.14337014781260882,0.05262861112165812,0.25,0.2825,0.1175,True,-9534.47178659244,7400.627325306781
22,treatment,policy_value,profit,0.03567490427717594,0.21603972216401626,0.23603949000537314,-16.652663385452186,-8290.413931401155,-10.363017414251445,-0.14068458372135978,0.0521197492769027,0.25,0.26,0.09625,True,-8540.413931401155,-1139.7866060943743
23,treatment,policy_value,profit,0.03776905726385564,0.22070591699835418,0.23817855402051502,-16.950956638809295,-8783.203573289149,-10.979004466611435,-0.14345487294642567,0.044920298131895,0.25,0.2725,0.0975,True,-9033.203573289149,-10172.990179383523
24,treatment,policy_value,profit,0.02540465034489018,0.2061047914768647,0.23388155207826464,-7.104161812391049,-9230.008516914397,-11.537510646142996,-0.1439953472919217,0.04123791394335575,0.25,0.285,0.0925,True,-9480.008516914397,-19652.99869629792
25,treatment,policy_value,profit,0.041578564391903994,0.2012785966239368,0.22065834978324522,-13.973413614259897,-8555.565428670632,-10.694456785838291,-0.14453650753943742,0.030520986165775116,0.25,0.26375,0.105,True,-8805.565428670632,-28458.56412496855
26,treatment,policy_value,profit,0.035364335186165524,0.20692665427834092,0.22524025543124981,-14.224870035955156,-8424.451074234592,-10.53056384279324,-0.14271529118371823,0.037861140808906686,0.25,0.2625,0.09125,True,-8674.451074234592,-37133.015199203146
27,treatment,policy_value,profit,0.02682817944250871,0.20418269074471307,0.22983823809410547,-19.608888636184297,-8692.262077073765,-10.865327596342206,-0.14317952513582916,0.0292202205566192,0.25,0.265,0.095,True,-8942.262077073765,-46075.27727627691
28,treatment,policy_value,profit,0.030411580123796425,0.20959063014474225,0.22088661679792404,-15.113690078584838,-8917.631025344723,-11.147038781680903,-0.14375121655650766,0.02808842495637143,0.25,0.2775,0.11125,True,-9167.631025344723,-55242.90830162163
29,treatment,policy_value,profit,0.028797496824724808,0.21841159289388248,0.214482293543818,-16.347289403791088,-9076.56148951836,-11.34570186189795,-0.14160482990259637,0.030287252086130954,0.25,0.28625,0.1075,True,-9326.56148951836,-64569.46979113999
