step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.03703125,0.21271419232461775,0.016156097662135365,,8475.871513990634,10.594839392488293,0.08151163197003478,0.10728035817239558,0.25,0.27625,0.0975,False,False,8475.871513990634,8475.871513990634
6,treatment,policy_value,profit,0.0305625,0.21287130338499716,0.023532530720971605,,7979.195721546437,9.973994651933047,0.07908602093214663,0.10253513579045893,0.25,0.26375,0.1,False,False,7979.195721546437,16455.06723553707
7,treatment,policy_value,profit,0.029812500000000002,0.2057272580325008,0.03648508503956312,,8317.994596261558,10.397493245326949,0.08181138756368961,0.10221441830682533,0.25,0.265,0.105,False,False,8317.994596261558,24773.06183179863
8,treatment,policy_value,profit,0.03334375,0.21678797659185015,0.05844368983321266,,8038.898155835463,10.048622694794329,0.08041049561942967,0.10708907701973434,0.25,0.2675,0.095,False,False,8038.898155835463,32811.959987634094
9,treatment,policy_value,profit,0.029968750000000002,0.2123825903945424,0.10224441191278785,-7.242379499208138,8553.30303967408,10.6916287995926,0.08109592419364967,0.10357066060031803,0.25,0.27125,0.1,True,False,8303.30303967408,41115.263027308174
10,treatment,policy_value,profit,0.03576895748067303,0.2195823894616097,0.07761671599403829,-4.971361822497021,8557.845176137185,10.697306470171482,0.08371476464738317,0.10895331135252669,0.25,0.28125,0.12,False,True,8557.845176137185,49673.10820344536
11,treatment,policy_value,profit,0.03881714699863574,0.22470745446215015,0.09785818802668199,-4.115898414371058,8627.751073059188,10.784688841323984,0.07804676193120987,0.10131870186626485,0.25,0.275,0.0925,False,True,8627.751073059188,58300.85927650455
12,treatment,policy_value,profit,0.0387399812414734,0.20518623565096902,0.10865194721291718,3.896306700750677,8272.264645387499,10.340330806734373,0.07807604861177567,0.09928731649762831,0.25,0.2725,0.09375,False,False,8272.264645387499,66573.12392189205
13,treatment,policy_value,profit,0.036602148703956346,0.21410075856501964,0.09092190218123952,4.742741554933403,8085.575739157887,10.10696967394736,0.07959766235785758,0.09924929320585002,0.25,0.275,0.0925,False,False,8085.575739157887,74658.69966104993
14,treatment,policy_value,profit,0.028045702592087312,0.21542292159543933,0.10254898690995518,8.369170883813274,-9272.752286752388,-11.590940358440484,-0.14436887702593726,0.10024599078694728,0.25,0.265,0.1075,False,False,-9272.752286752388,65385.947374297546
15,treatment,policy_value,profit,0.03021849420190996,0.2266678208382849,0.13893284853980117,0.9261254957878011,-9649.040104273956,-12.061300130342445,-0.14482695236532708,0.10524305194551299,0.25,0.2775,0.09875,False,False,-9649.040104273956,55736.90727002359
16,treatment,policy_value,profit,0.035501648476580265,0.22144476733347762,0.16490488086270508,-3.588090256606124,-9239.646769770523,-11.549558462213154,-0.14521906640676358,0.10080665059497607,0.25,0.26875,0.08875,True,False,-9489.646769770523,46247.26050025307
17,treatment,policy_value,profit,0.03299626572327044,0.19570925210467088,0.10453144738665547,-4.88211771255137,-9614.508074570103,-12.01813509321263,-0.14303102731532735,0.0037021779151877664,0.25,0.2875,0.11375,False,True,-9614.508074570103,36632.752425682964
18,treatment,policy_value,profit,0.04365467767295597,0.20473878320027364,0.12156022937553639,-6.418171235969724,-9319.982519070278,-11.649978148837848,-0.14160807591073224,0.007603759584454806,0.25,0.27625,0.1025,False,True,-9319.982519070278,27312.769906612688
19,treatment,policy_value,profit,0.04556800314465409,0.1969896323861941,0.12203629978086764,-7.121721697605211,-8700.098687931502,-10.875123359914378,-0.14109526870256953,-0.0003757534960247369,0.25,0.26625,0.105,False,True,-8700.098687931502,18612.671218681186
20,treatment,policy_value,profit,0.04311320754716981,0.22268807392192305,0.1545128634405733,-12.331446782782173,-9271.645647547502,-11.589557059434378,-0.14583612587401126,0.002948747095335316,0.25,0.27375,0.10625,False,True,-9271.645647547502,9341.025571133683
21,treatment,policy_value,profit,0.03815939465408805,0.20619584673072314,0.14782290717799157,-10.642415870501548,-8833.299427277376,-11.04162428409672,-0.14201647637679504,0.0031427505684526106,0.25,0.27125,0.0925,True,False,-9083.299427277376,257.7261438563073
22,treatment,policy_value,profit,0.04103815543071161,0.2062755288383065,0.11313259995247514,-20.152575750488246,-5882.192872905533,-7.352741091131915,-0.1429789035891293,-0.06851335704641089,0.16125,0.1875,0.09125,False,True,-5882.192872905533,-5624.466729049225
23,treatment,policy_value,profit,0.04239115168539326,0.20844164811082713,0.0944289294292725,-17.51858596137527,-6042.91499827171,-7.553643747839637,-0.14491930179439222,-0.0739150169901294,0.1575,0.19375,0.105,False,True,-6042.91499827171,-11667.381727320935
24,treatment,policy_value,profit,0.038932194132334584,0.20929622473516002,0.1245576481195903,-22.118241206214403,-6573.744465655704,-8.217180582069629,-0.14309389927035732,-0.07086074889388186,0.17375,0.2125,0.09625,False,True,-6573.744465655704,-18241.12619297664
25,treatment,policy_value,profit,0.04366319444444444,0.20347845137464632,0.1187185895976308,-8.02005163900108,-6163.172587192305,-7.7039657339903815,-0.1427868002916809,-0.0771184405176113,0.16875,0.21,0.105,False,True,-6163.172587192305,-24404.298780168945
26,treatment,policy_value,profit,0.043273837390761544,0.20626384228426328,0.09715103058888568,-6.3680877983944875,-7448.412950691947,-9.310516188364934,-0.14082699478287558,-0.0584587768602835,0.21375,0.245,0.0975,True,False,-7698.412950691947,-32102.711730860894
27,treatment,policy_value,profit,0.042202124384236456,0.21862761617827592,0.11713895390075156,-3.41496517824947,-3715.5956665102176,-4.644494583137772,-0.1465045209373141,-0.12601282706643768,0.0675,0.1125,0.10875,False,True,-3715.5956665102176,-35818.307397371114
28,treatment,policy_value,profit,0.04173799261083744,0.20099918549534132,0.11753730259939033,-3.2355184353160356,-4109.1080625309605,-5.136385078163701,-0.1443755208992191,-0.12295667875391274,0.08,0.13,0.11125,False,True,-4109.1080625309605,-39927.41545990208
29,treatment,policy_value,profit,0.04180572660098522,0.2142846441899664,0.1297599097217305,1.338693857169973,-4189.720100205898,-5.237150125257373,-0.14413536116478667,-0.11579052372909039,0.08875,0.13125,0.1075,False,False,-4189.720100205898,-44117.13556010798
