step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.03425,0.20595407466550647,0.016003862233458677,,9014.713786739529,11.26839223342441,0.082653532998529,0.06448890886400466,0.25,0.285,0.115,False,9014.713786739529,9014.713786739529
6,treatment,policy_value,profit,0.03259375,0.2104073904312088,0.030737180501424214,,8490.585967771218,10.613232459714022,0.07764993304747814,0.06148187062616056,0.25,0.28125,0.1025,False,8490.585967771218,17505.299754510746
7,treatment,policy_value,profit,0.0331875,0.20555561960761204,0.047038892637245464,,8596.891412682566,10.746114265853207,0.08366581150870958,0.06589699594348407,0.25,0.275,0.10125,False,8596.891412682566,26102.191167193312
8,treatment,policy_value,profit,0.033125,0.21207645137547737,0.054228523952969246,,8745.427351092683,10.931784188865855,0.07982273858562504,0.06421614750534546,0.25,0.29,0.11375,False,8745.427351092683,34847.61851828599
9,treatment,policy_value,profit,0.0351875,0.21625165540299526,0.10326346020405396,15.215064200644122,9021.422089895732,11.276777612369665,0.08080129615250545,0.06307622779150812,0.25,0.29125,0.10375,False,9021.422089895732,43869.04060818172
10,treatment,policy_value,profit,0.031125,0.20866179313123603,0.08121406987974396,23.54966575190587,8767.194335816403,10.958992919770504,0.0834218388416244,0.06628066499855838,0.25,0.27875,0.10875,False,8767.194335816403,52636.23494399812
11,treatment,policy_value,profit,0.03359375,0.22949383733442755,0.08127294013369044,22.620608965999907,8700.87709798146,10.876096372476825,0.07981453595965408,0.0626383742786148,0.25,0.275,0.08875,False,8700.87709798146,61337.11204197958
12,treatment,policy_value,profit,0.0294375,0.21397556131399167,0.08516796153816063,25.229158143223334,8655.032196653909,10.818790245817386,0.07985856189301757,0.06372431849212135,0.25,0.275,0.0775,False,8655.032196653909,69992.14423863348
13,treatment,policy_value,profit,0.03403125,0.2094686701872399,0.1311647629688755,31.80656767055887,9594.087900237286,11.992609875296607,0.08560007233250996,0.06901540820582343,0.25,0.2775,0.1225,False,9594.087900237286,79586.23213887076
14,treatment,policy_value,profit,0.026687500000000003,0.21273542199476356,0.1324379755907304,36.27913395606563,-8570.383193543144,-10.71297899192893,-0.14360954120709,0.0656487797683976,0.25,0.28,0.0875,False,-8570.383193543144,71015.84894532763
15,treatment,policy_value,profit,0.03778125,0.21862980434861207,0.12723329397164182,24.680462759470537,-8862.476273652002,-11.078095342065003,-0.14524647846254365,0.061682536713025565,0.25,0.27625,0.1,False,-8862.476273652002,62153.37267167562
16,treatment,policy_value,profit,0.0303125,0.2186598929012747,0.1512473870999092,12.41905429594646,-8739.626594060363,-10.924533242575453,-0.14374993951621062,0.06213670253795279,0.25,0.2775,0.1,False,-8739.626594060363,53413.74607761526
17,treatment,policy_value,profit,0.034375,0.21675817180386894,0.22623769568104588,11.451927450687487,-8462.739038799959,-10.578423798499948,-0.14289534584020985,0.06465889508495634,0.25,0.2675,0.09875,False,-8462.739038799959,44951.007038815296
18,treatment,policy_value,profit,0.0304375,0.2197514219171966,0.24717714199577848,1.0448523633380606,-9182.036731711658,-11.477545914639572,-0.1442649692021504,0.06113803113384278,0.25,0.28625,0.10375,False,-9182.036731711658,35768.970307103635
19,treatment,policy_value,profit,0.025750000000000002,0.21966739101468957,0.24138723239630816,-6.03460028966704,-8570.200457902309,-10.712750572377885,-0.14289706542556635,0.06571515259732977,0.25,0.2725,0.08375,True,-8820.200457902309,26948.769849201326
20,treatment,policy_value,profit,0.029999519784863617,0.21899612668080898,0.2041504324332284,-5.305857212308794,-8461.551923647163,-10.576939904558953,-0.14405426144122288,0.043346701692346556,0.25,0.27125,0.09875,True,-8711.551923647163,18237.217925554163
21,treatment,policy_value,profit,0.027191195600756855,0.1976072708112363,0.211736301391333,-14.454764779659904,-7648.132119582017,-9.560165149477521,-0.14321236592287676,0.042443028505632745,0.25,0.255,0.1,True,-7898.132119582017,10339.085805972147
22,treatment,policy_value,profit,0.028612680568499534,0.21540408302404612,0.2125910557097897,-16.150939585640838,-8913.38429672367,-11.141730370904588,-0.14412366468809584,0.0395334922204506,0.25,0.28875,0.1075,True,-9163.38429672367,1175.7015092484762
23,treatment,policy_value,profit,0.03247242478444322,0.2017082540867639,0.2346918877289672,-19.715969968078472,-9112.121349322912,-11.39015168665364,-0.1456327749042002,0.031739852235015166,0.25,0.2825,0.10375,True,-9362.121349322912,-8186.419840074435
24,treatment,policy_value,profit,0.030435659107336463,0.20746650631178543,0.24189574291000762,-25.8038538807233,-8179.377922713248,-10.22422240339156,-0.14118554237997902,0.03657689612338852,0.25,0.2725,0.1,True,-8429.377922713247,-16615.797762787683
25,treatment,policy_value,profit,0.04031300097969362,0.2138056143114843,0.2112142906960695,-23.197830623802965,-8484.046868053207,-10.605058585066509,-0.1441604350339945,0.025282696030139325,0.25,0.275,0.08875,True,-8734.046868053207,-25349.84463084089
26,treatment,policy_value,profit,0.027713555408970976,0.20543766600660354,0.17801383528104775,-10.756997180290192,-8682.934417488646,-10.853668021860807,-0.1446663776744778,0.025676813189877044,0.25,0.27625,0.0775,True,-8932.934417488646,-34282.77904832954
27,treatment,policy_value,profit,0.035131753523577516,0.20682119046602884,0.20221939709013206,-9.995160847586117,-8300.982791751208,-10.37622848968901,-0.1421913726059053,0.030684758069563885,0.25,0.2725,0.105,True,-8550.982791751208,-42833.76184008075
28,treatment,policy_value,profit,0.025904781555479334,0.21705398957470798,0.19394852587918007,-9.855762458135718,-8737.546916389794,-10.921933645487243,-0.1439122267061753,0.02614941921743444,0.25,0.28,0.11875,True,-8987.546916389794,-51821.30875647054
