step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.03215625,0.21583990507646497,0.016197138966205775,,9121.905867508603,11.402382334385754,0.08397336939898484,0.07857286544508611,0.25,0.275,0.09,False,9121.905867508603,9121.905867508603
6,treatment,policy_value,profit,0.03084375,0.21052968039451087,0.03602845859720172,,8462.815233844452,10.578519042305565,0.07830225554524016,0.07164636872085378,0.25,0.2775,0.13375,False,8462.815233844452,17584.721101353054
7,treatment,policy_value,profit,0.03546875,0.21617121084650123,0.044682600868333464,,8368.66445762869,10.460830572035864,0.07940445271945014,0.07412571343837877,0.25,0.28625,0.095,False,8368.66445762869,25953.385558981747
8,treatment,policy_value,profit,0.03375,0.21870766001306685,0.06757039916574485,,8444.733858006346,10.555917322507932,0.08426992171214677,0.07791217367075591,0.25,0.27,0.10625,False,8444.733858006346,34398.11941698809
9,treatment,policy_value,profit,0.02775,0.22370984348350995,0.1003484449735796,-7.205060832544257,8620.847718161562,10.776059647701953,0.08647680684194153,0.07953630880532041,0.25,0.2625,0.0875,True,8370.847718161562,42768.96713514965
10,treatment,policy_value,profit,0.032332766439909295,0.22549912939330943,0.06277038532466139,-1.1036296313616074,8587.863141182306,10.734828926477883,0.07717629275266011,0.06613256564400821,0.25,0.28875,0.1125,True,8337.863141182306,51106.83027633196
11,treatment,policy_value,profit,0.03722128378378378,0.2103659583758447,0.08239580799012451,-1.9722451735505315,8651.020988748212,10.813776235935265,0.08200302517938979,0.08211965465557125,0.25,0.2925,0.10375,True,8401.020988748212,59507.85126508017
12,treatment,policy_value,profit,0.032223851827019784,0.21267919461100857,0.07400054279099896,10.748262043579697,8519.68636076939,10.649607950961737,0.0789445674218763,0.08950406436061606,0.25,0.2725,0.09875,False,8519.68636076939,68027.53762584957
13,treatment,policy_value,profit,0.033513398843446195,0.22470646429055038,0.0810053072767867,38.48116608254767,9149.63677946327,11.437045974329088,0.08186695779519973,0.08944063121032421,0.25,0.26875,0.10125,False,9149.63677946327,77177.17440531284
14,treatment,policy_value,profit,0.03833860626885686,0.21730428539112212,0.08278967187796786,46.9946529479444,-8487.623778329526,-10.609529722911907,-0.14378547731165967,0.09479986387271755,0.25,0.27,0.095,False,-8487.623778329526,68689.55062698331
15,treatment,policy_value,profit,0.033306444854173646,0.21950900569060153,0.15404584069502117,40.371920060249096,-8609.648492138356,-10.762060615172945,-0.14234006796652757,0.09085664371446178,0.25,0.2725,0.09625,False,-8609.648492138356,60079.90213484496
16,treatment,policy_value,profit,0.03016148801542072,0.22421068120050827,0.17622762541915088,32.93849045190488,-8595.486851351969,-10.74435856418996,-0.14370442278882828,0.08862389781099267,0.25,0.27375,0.0975,False,-8595.486851351969,51484.41528349299
17,treatment,policy_value,profit,0.031534581377807576,0.2229018666996319,0.23203109615425777,18.80035542099544,-8562.983663370542,-10.703729579213178,-0.1424471920781702,0.09374722840525011,0.25,0.27875,0.10375,False,-8562.983663370542,42921.43162012245
18,treatment,policy_value,profit,0.03117452019778746,0.21779982634867567,0.2617225465603798,4.23887157095706,-8764.81482383976,-10.956018529799701,-0.14416754133829482,0.0879175035506411,0.25,0.27625,0.115,False,-8764.81482383976,34156.61679628269
19,treatment,policy_value,profit,0.042192685635266514,0.21722964200205377,0.2532547175336989,4.684527515291581,-8856.780324652875,-11.070975405816093,-0.14412858624336786,0.09054868837852854,0.25,0.28,0.0925,False,-8856.780324652875,25299.836471629813
20,treatment,policy_value,profit,0.03226832257794167,0.21856319273290636,0.19092217497477912,8.074392260174104,-8319.531557762164,-10.399414447202705,-0.14515312062883942,0.08314863175669071,0.25,0.265,0.08125,False,-8319.531557762164,16980.30491386765
21,treatment,policy_value,profit,0.03665626047603084,0.22074339592935893,0.18798458302602863,4.969975175820922,-8526.800694449788,-10.658500868062236,-0.14363801409613766,0.09278461033701298,0.25,0.27375,0.11125,False,-8526.800694449788,8453.504219417862
22,treatment,policy_value,profit,0.03158444728461281,0.21138899918011816,0.1763966144686809,6.87470962799675,-8342.841640304965,-10.428552050381207,-0.14344103105159514,0.08826775178305755,0.25,0.26625,0.1075,False,-8342.841640304965,110.66257911289722
23,treatment,policy_value,profit,0.03845274262487429,0.21717435794084103,0.2168828452477702,-2.3114223640399025,-9471.988086803232,-11.83998510850404,-0.1468755749933313,0.07978813309326602,0.25,0.29375,0.1025,True,-9721.988086803232,-9611.325507690335
24,treatment,policy_value,profit,0.04387118142144639,0.19689537778350455,0.07522877940219241,-0.3100862294876616,-3423.5128287113803,-4.279391035889225,-0.14371998410701067,-0.14332956219720583,0.08375,0.12625,0.11375,True,-3673.5128287113803,-13284.838336401715
25,treatment,policy_value,profit,0.04282684363525092,0.2079016479095247,0.06643659593612855,-4.855434579005422,-4790.380693127458,-5.987975866409322,-0.14306545163455142,-0.13235272507444729,0.11875,0.1575,0.0925,True,-5040.380693127458,-18325.219029529173
26,treatment,policy_value,profit,0.045349355036855034,0.21395264168783248,0.10309837395695194,1.2565203249491885,-6577.820515202824,-8.22227564400353,-0.14098838894817523,-0.09830589589433911,0.1775,0.21625,0.10875,False,-6577.820515202824,-24903.039544731997
27,treatment,policy_value,profit,0.047612484643734646,0.1870063213342657,0.1258855161519013,-5.120457149609109,-6302.972535402714,-7.878715669253393,-0.145596688519613,-0.108463235192876,0.16875,0.20625,0.0975,True,-6552.972535402714,-31456.01208013471
28,treatment,policy_value,profit,0.03880080990220049,0.20299941134439592,0.08060232117776875,-2.2411046653729603,-4242.652019568356,-5.303315024460445,-0.14338827534524953,-0.12444923794702854,0.10875,0.15,0.08875,True,-4492.652019568356,-35948.66409970307
29,treatment,policy_value,profit,0.04529309127979925,0.2074893492504188,0.059794574132810425,-2.3451271762230625,-4357.926555440811,-5.447408194301014,-0.14378930333650355,-0.14498343676852318,0.1075,0.14125,0.0975,True,-4607.926555440811,-40556.59065514388
