crossfit_seed,n_splits,budget_fraction,policy,treatment_rate,dr_incremental_value_per_customer,dr_standard_error,dr_ci95_low,dr_ci95_high,rct_incremental_value_per_customer,rct_standard_error,rct_ci95_low,rct_ci95_high,selected_n,selected_treated_n,selected_control_n,ips_incremental_value_per_customer,ips_standard_error,propensity,n_evaluation
1002,5,0.1,never,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573974445191661,11896
1002,5,0.1,random,0.09999999999999999,0.0006347472543020274,0.00041900796282078615,-0.00018649326206221116,0.001455987770666266,0.00027532356056219064,0.00039698156470375226,-0.0005027460087835207,0.0010533931299079018,,,,0.0002753235605621652,0.002100441820743566,0.7573974445191661,11896
1002,5,0.1,risk,0.09969737726967048,0.005948943082345675,0.0029319261123568756,0.00020247349679366512,0.011695412667897686,0.001984636067951302,0.0023656257558066947,-0.002651905214330163,0.006621177350232767,1186.0,889.0,297.0,-0.0016355124013281755,0.006306233854094616,0.7573974445191661,11896
1002,5,0.1,uplift,0.09969737726967048,0.004264944121824888,0.002512630951511511,-0.0006597220495782787,0.009189610293228056,-0.0006430552284474633,0.0019482324098249394,-0.004461520585218022,0.0031754101283230952,1186.0,910.0,276.0,0.004246840539848297,0.00635768969887413,0.7573974445191661,11896
1002,5,0.1,profit_uplift,0.09969737726967048,0.004264944121824888,0.002512630951511511,-0.0006597220495782787,0.009189610293228056,-0.0006430552284474633,0.0019482324098249394,-0.004461520585218022,0.0031754101283230952,1186.0,910.0,276.0,0.004246840539848297,0.00635768969887413,0.7573974445191661,11896
1002,5,0.1,treat_all,1.0,0.006347472543020274,0.004190079628207862,-0.0018649326206221124,0.014559877706662661,0.0027532356056219065,0.003969815647037522,-0.005027460087835206,0.010533931299079018,11896.0,9010.0,2886.0,0.002753235605621652,0.02100441820743566,0.7573974445191661,11896
1002,5,0.25,never,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573974445191661,11896
1002,5,0.25,random,0.25,0.0015868681357550686,0.0010475199070519654,-0.0004662331551555281,0.0036399694266656653,0.0006883089014054766,0.0009924539117593806,-0.0012568650219588016,0.0026334828247697546,,,,0.000688308901405413,0.005251104551858915,0.7573974445191661,11896
1002,5,0.25,risk,0.24974781439139207,0.008390241855564385,0.003521990249141094,0.0014872678133465902,0.015293215897782179,0.004545520751303307,0.0031080896113573576,-0.0015462229476802059,0.010637264450286819,2971.0,2235.0,736.0,-0.0017608063113057901,0.010242644029133375,0.7573974445191661,11896
1002,5,0.25,uplift,0.24974781439139207,0.006141703795033903,0.0029326659512553415,0.0003937841518865384,0.011889623438181268,0.000815816278356552,0.0024200758668655067,-0.0039274452605543905,0.005559077817267494,2971.0,2225.0,746.0,-0.010084967576643534,0.010510916571423702,0.7573974445191661,11896
1002,5,0.25,profit_uplift,0.23974445191661062,0.006141537706905806,0.0029326659513567977,0.00039361806355959084,0.011889457350252021,0.0010010213348929493,0.002433192533627866,-0.0037679483984694308,0.005769991068255329,2852.0,2143.0,709.0,-0.006365453646252795,0.010248494565863053,0.7573974445191661,11896
1002,5,0.25,treat_all,1.0,0.006347472543020274,0.004190079628207862,-0.0018649326206221124,0.014559877706662661,0.0027532356056219065,0.003969815647037522,-0.005027460087835206,0.010533931299079018,11896.0,9010.0,2886.0,0.002753235605621652,0.02100441820743566,0.7573974445191661,11896
1002,5,0.5,never,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573974445191661,11896
1002,5,0.5,random,0.5,0.003173736271510137,0.002095039814103931,-0.0009324663103110562,0.007279938853331331,0.0013766178028109533,0.001984907823518761,-0.002513730043917603,0.005266965649539509,,,,0.001376617802810826,0.01050220910371783,0.7573974445191661,11896
1002,5,0.5,risk,0.49983187626092807,0.009068072546413796,0.003957551167676131,0.0013114147907941458,0.016824730302033446,0.005798186573174028,0.0036809603502375382,-0.0014163631418114882,0.013012736288159544,5946.0,4506.0,1440.0,0.006876012869353533,0.014628270432694693,0.7573974445191661,11896
1002,5,0.5,uplift,0.49983187626092807,0.004604102744995604,0.003002567809877845,-0.0012808220235042793,0.010489027513495487,-0.00019863819312676963,0.002528393500602463,-0.005154198393052747,0.004756922006799207,5946.0,4470.0,1476.0,-0.01506995768926962,0.015016196377632242,0.7573974445191661,11896
1002,5,0.5,profit_uplift,0.25571620712844656,0.006043155973690458,0.0029347557945513655,0.00029114031294955305,0.011795171634431362,0.0007967908940230688,0.0024320768904371724,-0.003969992218865954,0.0055635740069120915,3042.0,2282.0,760.0,-0.008720656112443052,0.010623202083152159,0.7573974445191661,11896
1002,5,0.5,treat_all,1.0,0.006347472543020274,0.004190079628207862,-0.0018649326206221124,0.014559877706662661,0.0027532356056219065,0.003969815647037522,-0.005027460087835206,0.010533931299079018,11896.0,9010.0,2886.0,0.002753235605621652,0.02100441820743566,0.7573974445191661,11896
