crossfit_seed,n_splits,budget_fraction,first_policy,second_policy,dr_difference_per_customer,dr_standard_error,dr_ci95_low,dr_ci95_high,n_evaluation
1003,5,0.1,risk,uplift,0.00396760189956318,0.0015081244780451408,0.0010117322383914377,0.0069234715607349225,11896
1003,5,0.1,uplift,random,0.002841024521347899,0.002362485605776052,-0.0017893621799674533,0.007471411222663251,11896
1003,5,0.1,risk,random,0.006808626420911081,0.0026854347451142993,0.0015452710376545565,0.012071981804167606,11896
1003,5,0.25,risk,uplift,0.0045111290326197186,0.002171045962701101,0.0002559571369444725,0.008766300928294965,11896
1003,5,0.25,uplift,random,0.0018951065931970383,0.002243842581996035,-0.0025027440544925523,0.006292957240886628,11896
1003,5,0.25,risk,random,0.006406235625816756,0.002709210363496764,0.001096280886820432,0.01171619036481308,11896
1003,5,0.5,risk,uplift,0.00584217618471473,0.002729126038082135,0.0004931874408032593,0.0111911649286262,11896
1003,5,0.5,uplift,random,-0.0014001505590231528,0.002097260560670362,-0.005510705724133341,0.002710404606087036,11896
1003,5,0.5,risk,random,0.004442025625691579,0.002096904350697619,0.00033216861929890023,0.008551882632084257,11896
