crossfit_seed,n_splits,budget_fraction,first_policy,second_policy,dr_difference_per_customer,dr_standard_error,dr_ci95_low,dr_ci95_high,n_evaluation
42,5,0.1,risk,uplift,0.00231719256866003,0.0015515577769308693,-0.000723804794057504,0.005358189931377565,11896
42,5,0.1,uplift,random,0.0016958307267710502,0.0024573818203182368,-0.003120549137316171,0.006512210590858271,11896
42,5,0.1,risk,random,0.004013023295431081,0.002711452211679676,-0.001301325385262557,0.009327371976124718,11896
42,5,0.25,risk,uplift,0.0029197835155129162,0.002108356818065561,-0.001212519914455049,0.007052086945480882,11896
42,5,0.25,uplift,random,0.0007466111344814194,0.0023117488401089114,-0.0037843333334342897,0.0052775556023971285,11896
42,5,0.25,risk,random,0.0036663946499943378,0.002724377639591511,-0.0016732874038912658,0.009006076703879942,11896
42,5,0.5,risk,uplift,0.006680800790605087,0.002685242083546544,0.0014178230170825683,0.011943778564127606,11896
42,5,0.5,uplift,random,-0.0016855688157214883,0.002104478670318823,-0.0058102712157791225,0.0024391335843361455,11896
42,5,0.5,risk,random,0.0049952319748835985,0.002104036978937508,0.0008713952740256239,0.009119068675741573,11896
