crossfit_seed,n_splits,budget_fraction,first_policy,second_policy,dr_difference_per_customer,dr_standard_error,dr_ci95_low,dr_ci95_high,n_evaluation
1000,5,0.1,risk,uplift,0.0011558271770484567,0.001388290172328816,-0.001565171560806927,0.0038768259149038406,11896
1000,5,0.1,uplift,random,0.001349650241166861,0.0023699568340126197,-0.003295379798412443,0.005994680280746165,11896
1000,5,0.1,risk,random,0.002505477418215317,0.002653678083013068,-0.002695636051053586,0.007706590887484219,11896
1000,5,0.25,risk,uplift,0.0026374471807556264,0.0021869455405887483,-0.0016488873149487974,0.00692378167646005,11896
1000,5,0.25,uplift,random,0.002616115972419885,0.0023513569770163196,-0.0019924590173290755,0.007224690962168845,11896
1000,5,0.25,risk,random,0.0052535631531755115,0.002753539301966023,-0.00014327470869345254,0.010650401015044476,11896
1000,5,0.5,risk,uplift,0.0031293110066214864,0.00276223080319842,-0.002284561884634561,0.008543183897877534,11896
1000,5,0.5,uplift,random,0.0005589086461512062,0.0021295051391670553,-0.0036148447315091765,0.0047326620238115884,11896
1000,5,0.5,risk,random,0.0036882196527726918,0.002129242779103448,-0.00048501950861203893,0.007861458814157422,11896
