crossfit_seed,n_splits,budget_fraction,policy,treatment_rate,dr_incremental_value_per_customer,dr_standard_error,dr_ci95_low,dr_ci95_high,rct_incremental_value_per_customer,rct_standard_error,rct_ci95_low,rct_ci95_high,selected_n,selected_treated_n,selected_control_n,ips_incremental_value_per_customer,ips_standard_error,propensity,n_evaluation
1008,5,0.1,never,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573974445191661,11896
1008,5,0.1,random,0.09999999999999999,0.0006274572081199494,0.0004162103979984668,-0.000188300181948127,0.001443214598188026,0.00027532356056219064,0.00039698156470375226,-0.0005027460087835207,0.0010533931299079018,,,,0.0002753235605621652,0.002100441820743566,0.7573974445191661,11896
1008,5,0.1,risk,0.09969737726967048,0.006272491201943748,0.0029274046129887086,0.0005348835923094661,0.01201009881157803,0.0022544249183570307,0.0023682691695512364,-0.0023872973596599737,0.006896147196374035,1186.0,883.0,303.0,-0.003687440535387281,0.006338299580888435,0.7573974445191661,11896
1008,5,0.1,uplift,0.09969737726967048,0.00374424154927322,0.002564375682110799,-0.0012818424304942787,0.008770325529040718,-0.0012110218921308293,0.001987906335939259,-0.005107246715210757,0.0026852029309490984,1186.0,890.0,296.0,-0.00462679874444582,0.006478542770975655,0.7573974445191661,11896
1008,5,0.1,profit_uplift,0.09969737726967048,0.00374424154927322,0.002564375682110799,-0.0012818424304942787,0.008770325529040718,-0.0012110218921308293,0.001987906335939259,-0.005107246715210757,0.0026852029309490984,1186.0,890.0,296.0,-0.00462679874444582,0.006478542770975655,0.7573974445191661,11896
1008,5,0.1,treat_all,1.0,0.006274572081199494,0.0041621039799846675,-0.0018830018194812698,0.014432145981880258,0.0027532356056219065,0.003969815647037522,-0.005027460087835206,0.010533931299079018,11896.0,9010.0,2886.0,0.002753235605621652,0.02100441820743566,0.7573974445191661,11896
1008,5,0.25,never,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573974445191661,11896
1008,5,0.25,random,0.25,0.0015686430202998735,0.0010405259949961669,-0.00047075045487031744,0.0036080364954700645,0.0006883089014054766,0.0009924539117593806,-0.0012568650219588016,0.0026334828247697546,,,,0.000688308901405413,0.005251104551858915,0.7573974445191661,11896
1008,5,0.25,risk,0.24974781439139207,0.006959468263449953,0.0034882386611966346,0.00012264611802433566,0.01379629040887557,0.0033289477848706278,0.0031167250925170325,-0.002779721146175022,0.009437616715916277,2971.0,2238.0,733.0,-0.0017337323663628066,0.010227301870073336,0.7573974445191661,11896
1008,5,0.25,uplift,0.24974781439139207,0.006142943165393261,0.0029037988513899307,0.0004516019983202219,0.011834284332466301,0.0017599129540265392,0.0025085109466071024,-0.003156678156147859,0.006676504064200937,2971.0,2244.0,727.0,-0.000921667847306065,0.01040075720300538,0.7573974445191661,11896
1008,5,0.25,profit_uplift,0.246049092131809,0.005907479194608936,0.002880953729335939,0.0002609136439841418,0.01155404474523373,0.0017215716523267884,0.0025015908714374905,-0.0031814563597448602,0.006624599664398437,2927.0,2218.0,709.0,0.002194143259626022,0.010287186205301972,0.7573974445191661,11896
1008,5,0.25,treat_all,1.0,0.006274572081199494,0.0041621039799846675,-0.0018830018194812698,0.014432145981880258,0.0027532356056219065,0.003969815647037522,-0.005027460087835206,0.010533931299079018,11896.0,9010.0,2886.0,0.002753235605621652,0.02100441820743566,0.7573974445191661,11896
1008,5,0.5,never,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573974445191661,11896
1008,5,0.5,random,0.5,0.003137286040599747,0.0020810519899923338,-0.0009415009097406349,0.007216072990940129,0.0013766178028109533,0.001984907823518761,-0.002513730043917603,0.005266965649539509,,,,0.001376617802810826,0.01050220910371783,0.7573974445191661,11896
1008,5,0.5,risk,0.49983187626092807,0.007857953052730269,0.003868842874861624,0.0002751603561570847,0.015440745749303453,0.004858012337952544,0.003643005648279328,-0.0022821475281509284,0.011998172204056017,5946.0,4518.0,1428.0,0.011090856928814643,0.014600667795626401,0.7573974445191661,11896
1008,5,0.5,uplift,0.49983187626092807,0.0038976032661890243,0.0029646298333851507,-0.0019129644347388505,0.009708170967116899,-0.0004221465671409479,0.0025725705248381033,-0.005464292143512933,0.0046199990092310374,5946.0,4478.0,1468.0,-0.011729478988080624,0.014981243778424058,0.7573974445191661,11896
1008,5,0.5,profit_uplift,0.2566408876933423,0.0055453864529528205,0.0029017915369818955,-0.00014202045017482155,0.011232793356080462,0.001402338710933116,0.0024763985352611456,-0.0034513132295464714,0.006255990651412703,3053.0,2301.0,752.0,-0.003493384958423837,0.010583534565710338,0.7573974445191661,11896
1008,5,0.5,treat_all,1.0,0.006274572081199494,0.0041621039799846675,-0.0018830018194812698,0.014432145981880258,0.0027532356056219065,0.003969815647037522,-0.005027460087835206,0.010533931299079018,11896.0,9010.0,2886.0,0.002753235605621652,0.02100441820743566,0.7573974445191661,11896
