step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value_confident,profit,0.031218749999999997,0.22672949026045686,,63.76857644062236,24.304126993578155,32.62158444280749,94.91556843843723,84.22344578187037,80,8740.160469793236,10.925200587241545,0.08269535804050583,0.07537934769815217,0.25,0.2725,0.1,False,False,False,8740.160469793236,8740.160469793236
6,treatment,policy_value_confident,profit,0.0350625,0.21466944863457468,0.2029818522513409,40.381663291006575,17.754320320319724,17.628586289320516,63.13474029269263,55.32407626024272,159,8590.76421086786,10.738455263584823,0.08167818408778026,0.07625914641814659,0.25,0.26375,0.09875,False,False,False,8590.76421086786,17330.924680661097
7,treatment,policy_value_confident,profit,0.037968749999999996,0.21190345608387567,0.13052937696506878,31.134371675598906,15.321615043256283,11.498931930242112,50.769811420955705,44.02936822863358,245,8937.13102184477,11.171413777305963,0.07772533735807151,0.0737239046324353,0.25,0.2675,0.1075,False,False,False,8937.13102184477,26268.055702505866
8,treatment,policy_value_confident,profit,0.037125,0.21324863121626358,0.08686558941712338,10.253833812438339,16.74895479930668,-11.210815431848888,31.718483056725567,24.350109811687812,242,9215.21341459207,11.519016768240087,0.08349708025487775,0.07684507102468838,0.25,0.27375,0.09625,False,False,False,9215.21341459207,35483.26911709794
9,treatment,policy_value_confident,profit,0.030468749999999996,0.20258380141390636,0.1224111824817297,4.787601834989139,16.192253451754134,-15.963605925801332,25.53880959577961,18.415346159379734,244,9129.716321785054,11.412145402231317,0.08664187195907531,0.07863298680919308,0.25,0.28,0.10125,False,False,False,9129.716321785054,44612.98543888299
10,treatment,policy_value_confident,profit,0.03765625,0.21669685840247477,0.10622260080143366,-1.6560926715126454,16.038548067326076,-22.210319056256708,18.898133713231417,11.84228993762881,232,8833.46473184022,11.041830914800276,0.08279126004447722,0.07636777987591552,0.25,0.26875,0.0925,False,False,False,8833.46473184022,53446.45017072321
11,treatment,policy_value_confident,profit,0.029875,0.22124343073630157,0.10446549359905813,-0.1683359546799689,14.265131389533265,-18.449837419635745,18.11316551027581,11.83750152245872,234,8349.630269777947,10.437037837222434,0.0815214300316899,0.0753901753994081,0.25,0.27375,0.09875,False,False,False,8349.630269777947,61796.08044050116
12,treatment,policy_value_confident,profit,0.03496875000000001,0.2248992483708873,0.11994366259665651,-10.538904786514149,14.662627666189916,-29.32981822711741,8.252008654089114,1.8014739973249512,233,8906.420151681381,11.133025189601726,0.08026894398982637,0.07282841274928278,0.25,0.275,0.1,False,False,False,8906.420151681381,70702.50059218254
13,treatment,policy_value_confident,profit,0.0315,0.20941848326992857,0.1210739840621673,-9.065765411650453,13.095365629758087,-25.848151735845885,7.716620912544979,1.955572363754893,242,8303.98800600996,10.37998500751245,0.07794383473436348,0.07297810313364074,0.25,0.27875,0.10375,False,False,False,8303.98800600996,79006.48859819249
14,treatment,policy_value_confident,profit,0.03653125,0.21579366104395453,0.20043722984496615,-22.275866646160072,11.30883122787515,-36.76871701072314,-7.783016281597007,-12.758114157887892,256,-9024.317098448635,-11.280396373060794,-0.1430261857825868,0.07556207286963358,0.25,0.29,0.11625,True,True,False,-9274.317098448635,69732.17149974385
15,treatment,policy_value_confident,profit,0.04640739608801956,0.2028954197227368,0.18565511634784854,-19.28210318550562,10.709604229236348,-33.00701325184654,-5.557193119164703,-10.268672863018022,259,-9806.526336790412,-12.258157920988015,-0.142559605106937,-0.02134899175985204,0.2475,0.275,0.10375,True,True,False,-10056.526336790412,59675.64516295344
16,treatment,policy_value_confident,profit,0.044165669856459325,0.21509862638933241,0.10488350995880635,-19.563994264572695,8.892985145726607,-30.960813300443505,-8.167175228701884,-12.079469136080665,251,-2897.8002679952106,-3.622250334994013,-0.14387414347143834,-0.10569180167259322,0.035,0.08375,0.09375,True,True,False,-3147.8002679952106,56527.84489495823
17,treatment,policy_value_confident,profit,0.053873037439613525,0.20360088167286058,0.07992856273435243,-7.123631884767218,7.3632486855451065,-16.560014765221773,2.3127509956873356,-0.9265654429346055,240,-3203.838027710309,-4.004797534637886,-0.14105417376493665,-0.12491163127360591,0.04375,0.0925,0.1025,True,True,False,-3453.838027710309,53074.006867247925
18,treatment,policy_value_confident,profit,0.05181490384615385,0.2023826341834687,0.14487588428613588,-2.5259289568442376,2.399768295069819,-5.601355772335261,0.5494978586467862,-0.5062330040584069,253,-4328.53457612814,-5.410668220160175,-0.14279469601545844,-0.15275416921530433,0.07875,0.135,0.12,True,True,False,-4578.53457612814,48495.47229111978
19,treatment,policy_value_confident,profit,0.04683602855477855,0.2145367699686053,0.13500956505399528,-2.6202401043263683,2.428708684659693,-5.7327555214037655,0.49227531275102887,-0.5761873051538271,250,-2227.245707012031,-2.7840571337650384,-0.14429012347987805,-0.16256135303842462,0.0275,0.0725,0.09,True,True,False,-2477.245707012031,46018.22658410775
20,treatment,policy_value_confident,profit,0.04166053921568628,0.20920469105729697,0.18049448780845379,-0.8717686270852204,3.085265996202222,-4.8256960946397,3.0821588404692593,1.7248567465390603,244,-3000.3013440348964,-3.7503766800436207,-0.14196775809285983,-0.12920663406450195,0.04625,0.1,0.095,False,False,False,-3000.3013440348964,43017.92524007286
21,treatment,policy_value_confident,profit,0.04397671568627451,0.20963873512490352,0.15494365085840223,6.9315425217153,4.167669199239299,1.590459534758164,12.272625508672435,10.439141414302918,225,-2554.2880080822306,-3.1928600101027884,-0.1459336926068121,-0.13891201410861095,0.03625,0.0825,0.09625,False,False,False,-2554.2880080822306,40463.63723199063
22,treatment,policy_value_confident,profit,0.055398284313725496,0.20353504931592212,0.12115373997966293,6.895986966159744,4.168084840968119,1.5543713128943342,12.237602619425154,10.403935671651897,225,-2264.7268702708743,-2.830908587838593,-0.14269261869303823,-0.13468372038194204,0.04875,0.0825,0.09,False,False,False,-2264.7268702708743,38198.910361719754
23,treatment,policy_value_confident,profit,0.04666360294117647,0.1869254760311059,0.14830123889938904,7.853175888514921,4.71856670666486,1.8060893384619403,13.900262438567903,11.824421820874285,211,-2163.2628060345032,-2.704078507543129,-0.1434773895176655,-0.13357612988288303,0.03,0.0725,0.0775,False,False,False,-2163.2628060345032,36035.64755568525
24,treatment,policy_value_confident,profit,0.043330269607843135,0.20231288002824027,0.16236686856484572,2.443290536179314,2.811280277381502,-1.1595101044836094,6.046091176842237,4.809323711148339,198,-2393.3793030451843,-2.99172412880648,-0.14277629651597026,-0.12923379126206647,0.05,0.08625,0.08,False,False,False,-2393.3793030451843,33642.26825264007
25,treatment,policy_value_confident,profit,0.04380514705882353,0.20888576092957162,0.1636546705517754,5.404964707636819,6.139021794265348,-2.462508283716361,13.27243769899,10.571695803057427,210,-2867.7137692125225,-3.584642211515653,-0.14138093577463018,-0.12960973029801523,0.05125,0.105,0.105,False,False,False,-2867.7137692125225,30774.554483427546
26,treatment,policy_value_confident,profit,0.04100490196078431,0.21765365066545755,0.1400401673632191,3.3837365496500698,6.540799755077423,-4.99863561638314,11.76610871568328,8.888612508071747,217,-2877.360116867635,-3.596700146084544,-0.14463221035466656,-0.13603946413664103,0.04375,0.09125,0.08625,False,False,False,-2877.360116867635,27897.19436655991
27,treatment,policy_value_confident,profit,0.04108149509803921,0.19429403115596383,0.14451907861142552,3.1187850053532147,5.962609654130165,-4.522606731628647,10.760176742335076,8.137043897776014,238,-2765.052245078804,-3.456315306348505,-0.14250676805415885,-0.13104592681354704,0.04375,0.09375,0.10625,False,False,False,-2765.052245078804,25132.142121481105
28,treatment,policy_value_confident,profit,0.04958333333333333,0.21017572830065162,0.12137926319186015,1.6925351777598021,5.360069739264673,-5.176670588023079,8.561740943542683,6.203683683756585,229,-2972.745240176156,-3.715931550220195,-0.14103197271838622,-0.12829105237673744,0.05,0.1025,0.09375,False,False,False,-2972.745240176156,22159.39688130495
29,treatment,policy_value_confident,profit,0.053492647058823534,0.1982416050794803,0.09769259310087199,3.0433219917717955,4.33097646870569,-2.5070476820348078,8.5936916655784,6.688363749939143,241,-3038.764338700068,-3.798455423375085,-0.14177417223480446,-0.12682161748281767,0.06125,0.11,0.10125,False,False,False,-3038.764338700068,19120.632542604882
