step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,none,policy_value_confident,profit,0.034875,0.21573170267602046,,-21.643122241096503,26.577979921782763,-55.70417401887016,12.41792953667716,0.7254700065504558,70,8950.585118192055,11.188231397740068,0.08504858565072039,0.09695826701054294,0.25,0.2725,0.0875,False,False,False,8950.585118192055,8950.585118192055
6,none,policy_value_confident,profit,0.028562500000000005,0.2071781323251461,0.17333907136418344,-5.260123815554774,16.473070141041635,-26.371212644132697,15.85096501302315,8.60396179728183,146,8501.55276926816,10.6269409615852,0.08135615353492817,0.09139168529487901,0.25,0.2625,0.095,False,False,False,8501.55276926816,17452.137887460216
7,none,policy_value_confident,profit,0.028062499999999997,0.2172328380862862,0.10244857009062622,4.524101752893178,12.776953411439289,-11.850222894427269,20.898426400213623,15.277457044332369,228,8560.969433541828,10.701211791927285,0.08063579435075337,0.08956878422114052,0.25,0.28875,0.1025,False,False,False,8560.969433541828,26013.107321002044
8,none,policy_value_confident,profit,0.03325,0.22323165670077638,0.1304957532994665,4.604727227013908,10.440136619231536,-8.77484620186178,17.984300655889598,13.391367887161309,248,8626.895971590551,10.783619964488189,0.0813963199943425,0.08930977827194703,0.25,0.2825,0.1125,False,False,False,8626.895971590551,34640.00329259259
9,none,policy_value_confident,profit,0.033468750000000005,0.2243709965673407,0.14897834889476144,5.858883865595625,11.53127615099284,-8.919041138436366,20.636808869627615,15.563850724464146,250,9413.801127284823,11.767251409106029,0.08291286072166057,0.09321739088743289,0.25,0.27125,0.0975,False,False,False,9413.801127284823,44053.804419877415
10,none,policy_value_confident,profit,0.029906250000000002,0.22456530015835852,0.16902165019668472,2.4665242233254228,11.615901494292435,-12.419852521896914,17.352900968547758,12.242713568013283,259,9318.106788990608,11.64763348623826,0.08293839801078473,0.09326312331141447,0.25,0.26375,0.11375,False,False,False,9318.106788990608,53371.91120886803
11,none,policy_value_confident,profit,0.033968750000000006,0.1984328863531964,0.16266781419821877,-2.3236373688610663,12.225495591810828,-17.99124038410485,13.343965646382715,7.965599312158991,251,9395.161364724412,11.743951705905515,0.08351870018280957,0.09441822468711651,0.25,0.28375,0.1025,False,False,False,9395.161364724412,62767.072573592435
12,none,policy_value_confident,profit,0.035375000000000004,0.20851035940980808,0.13521137794856075,-12.696583230301533,10.516842862297867,-26.174459665065925,0.7812932044628571,-3.845384967241902,239,8607.300608750777,10.75912576093847,0.07618168397102897,0.08097643870473709,0.25,0.27625,0.0825,True,True,False,8357.300608750777,71124.37318234322
13,none,policy_value_confident,profit,0.052237023955773954,0.22138841931557743,0.15636948192614777,-17.425802066270755,10.364719436065771,-30.708724485991393,-4.142879646550117,-8.70263410885192,208,4704.144785933166,5.880180982416457,0.08431010612403483,0.024082524572478614,0.25,0.265,0.075,True,True,False,4454.144785933166,75578.51796827638
14,none,policy_value_confident,profit,0.049035145888594166,0.20006691657208692,0.14096368563386438,-1.6589645550933205,11.111108215240053,-15.898422683269683,12.580493573083043,7.692380047379156,209,6175.966646095478,7.719958307619347,0.07993493340547658,-0.02732095236672903,0.25,0.28125,0.10375,False,False,False,6175.966646095478,81754.48461437186
15,none,policy_value_confident,profit,0.05346775530503979,0.22566325474032511,0.17664576417111424,12.145447976967047,12.884640513724907,-4.366883244876496,28.657779198810587,22.989435020271753,220,6552.24594021369,8.190307425267113,0.08371236443126322,-0.01877581064606689,0.25,0.2725,0.09625,False,False,False,6552.24594021369,88306.73055458555
16,none,policy_value_confident,profit,0.05507916114058356,0.21912864808249352,0.1929896507426476,10.970681537621148,11.679362039441248,-3.9970231685869617,25.938386243829257,20.80028062460036,230,6120.085063361479,7.650106329201849,0.0805808211370644,-0.027380026606671996,0.25,0.2775,0.0875,False,False,False,6120.085063361479,94426.81561794702
17,none,policy_value_confident,profit,0.04926475464190982,0.21379139016350646,0.23201014109269397,23.00592996394787,12.3665585496125,7.157547494293006,38.854312433602736,33.41388822552442,242,6172.197520301521,7.715246900376901,0.07853590973948689,-0.02604056922845288,0.25,0.28,0.11875,False,False,False,6172.197520301521,100599.01313824854
18,none,policy_value_confident,profit,0.048905006631299736,0.2151353434439592,0.22241496065043667,24.273423229848664,11.972380209450993,8.930200629131551,39.61664583056577,34.349632630530756,249,6392.483518170475,7.990604397713094,0.08175906555514147,-0.017817380772569256,0.25,0.2825,0.105,False,False,False,6392.483518170475,106991.49665641901
19,none,policy_value_confident,profit,0.05078746684350133,0.2161526685688144,0.19593065985520464,39.025424759617735,12.547036343161942,22.945750691093547,55.10509882814192,49.585276964433874,270,5808.887032130299,7.261108790162874,0.08126816428976719,-0.02446887428068645,0.25,0.28625,0.11375,False,False,False,5808.887032130299,112800.38368854931
20,none,policy_value_confident,profit,0.04888842838196286,0.21977997766657634,0.14727873532264305,24.35235649842826,12.609684262289663,8.192395891067832,40.51231710578869,34.964934522221455,247,5790.705100955052,7.238381376193815,0.08002371218054984,-0.025321857681804092,0.25,0.26875,0.09,False,False,False,5790.705100955052,118591.08878950436
