step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.037843749999999995,0.20594997681519042,0.017210773912265977,,8859.82220267996,11.074777753349949,0.08045399453850159,0.07302899504490584,0.25,0.2775,0.10625,False,8859.82220267996,8859.82220267996
6,treatment,policy_value,profit,0.03071875,0.21267711280703197,0.02577960086387742,,8741.437817759088,10.92679727219886,0.08176937544131434,0.07321245290088124,0.25,0.27125,0.11375,False,8741.437817759088,17601.260020439047
7,treatment,policy_value,profit,0.03990625,0.20816890238087205,0.0444323313250604,,9021.107826297575,11.276384782871968,0.08302010253016734,0.07399964874473858,0.25,0.28125,0.095,False,9021.107826297575,26622.367846736623
8,treatment,policy_value,profit,0.033843750000000006,0.2129378407689898,0.0695516585514024,,8424.611730278157,10.530764662847696,0.07956539385691486,0.07131598175733073,0.25,0.27,0.08875,False,8424.611730278157,35046.979577014776
9,treatment,policy_value,profit,0.03365625,0.1999795605683091,0.10470124711046748,16.06675398821196,8981.035226829817,11.226294033537272,0.08316103767312205,0.07239965057962157,0.25,0.27375,0.0975,False,8981.035226829817,44028.01480384459
10,treatment,policy_value,profit,0.031031250000000003,0.20451214144068885,0.14020817150725384,13.208180453938212,8517.429553462509,10.646786941828136,0.08256482949085615,0.07332993100002609,0.25,0.2675,0.1,False,8517.429553462509,52545.444357307104
11,treatment,policy_value,profit,0.037,0.21834389222879558,0.12186727183799709,9.02861819473087,8796.045093615174,10.995056367018968,0.08248070042048024,0.0748740595730311,0.25,0.275,0.08375,False,8796.045093615174,61341.48945092228
12,treatment,policy_value,profit,0.0315625,0.2137645782357405,0.1353373616874453,11.035994094562934,8574.240871833143,10.717801089791429,0.07808786122235901,0.069671257959806,0.25,0.27875,0.0775,False,8574.240871833143,69915.73032275542
13,treatment,policy_value,profit,0.03565625,0.21123515842308788,0.14406299271647388,7.407667282208618,9038.618986990845,11.298273733738556,0.08064798280509844,0.07018478092934735,0.25,0.2825,0.1,False,9038.618986990845,78954.34930974626
14,treatment,policy_value,profit,0.0395,0.22198145824944654,0.1459698488883355,-11.81040139733355,-9497.335797896616,-11.87166974737077,-0.14363125175786093,0.07146640487015717,0.25,0.275,0.1075,True,-9747.335797896616,69207.01351184965
15,treatment,policy_value,profit,0.03567368090452261,0.20123503618792168,0.13480380551028376,-10.555657614416676,-9180.344100300365,-11.475430125375455,-0.1420622198733255,0.06804329733182125,0.25,0.265,0.09,True,-9430.344100300365,59776.66941154929
16,treatment,policy_value,profit,0.028549917491749174,0.21455618092892173,0.12202315202388143,-5.00771941199568,-9587.757268898451,-11.984696586123064,-0.1449616334631704,0.06685778281132934,0.25,0.26125,0.08875,True,-9837.757268898451,49938.912142650835
17,treatment,policy_value,profit,0.04156500940231755,0.2117020022090706,0.15627995079516804,-9.564654855816489,-9879.118556878228,-12.348898196097785,-0.14259613176754943,0.06209716143071987,0.25,0.2825,0.11375,True,-10129.118556878228,39809.79358577261
18,treatment,policy_value,profit,0.03629553393213573,0.21751412997616676,0.19279217000191762,-3.283768751436123,-9917.722126267878,-12.397152657834846,-0.14335850765997646,0.05888659490396367,0.25,0.27375,0.09625,True,-10167.722126267878,29642.071459504732
19,treatment,policy_value,profit,0.03368826174562611,0.2039407767543422,0.17953110773390524,7.991079831259207,-9873.71198180524,-12.342139977256549,-0.14441251265539748,0.056828865528897696,0.25,0.27375,0.0975,False,-9873.71198180524,19768.359477699494
20,treatment,policy_value,profit,0.03136975992726558,0.2128348646217896,0.15585525045692833,4.699132986286479,-9755.24125342194,-12.194051566777425,-0.14216742761164594,0.06059647109545429,0.25,0.27875,0.09875,False,-9755.24125342194,10013.118224277554
21,treatment,policy_value,profit,0.034611356152938866,0.21236647144860527,0.20722242964619425,-3.505383125372865,-10196.44462294734,-12.745555778684174,-0.14448109664441547,0.055887368836415145,0.25,0.275,0.10125,True,-10446.44462294734,-433.3263986697857
22,treatment,policy_value,profit,0.03057144953051643,0.21547846480862617,0.1948410320343309,-6.231197370247237,-9924.38229273783,-12.405477865922286,-0.14489239556245362,0.0468638988520718,0.25,0.27625,0.12,True,-10174.38229273783,-10607.708691407615
23,treatment,policy_value,profit,0.030339219009407857,0.20693009526359493,0.22233278288795544,-11.671208738328398,-9832.828609243477,-12.291035761554348,-0.14444418529920833,0.042381503301297176,0.25,0.28375,0.105,True,-10082.828609243477,-20690.537300651093
24,treatment,policy_value,profit,0.03595722638510445,0.21146913763479602,0.21599499009027245,-10.453781657612106,-9727.503652962707,-12.159379566203384,-0.1437353277669088,0.04162958993469346,0.25,0.27875,0.08125,True,-9977.503652962707,-30668.0409536138
25,treatment,policy_value,profit,0.029858617594254937,0.21392846660854928,0.23010543863480848,-12.393689836586164,-10271.132781404416,-12.838915976755521,-0.1441587308899081,0.03775237270693409,0.25,0.28875,0.0825,True,-10521.132781404416,-41189.173735018216
26,treatment,policy_value,profit,0.030377151348474095,0.2020335964295617,0.22857475792087692,-14.66434717595771,-9841.68265297318,-12.302103316216476,-0.14304577549766495,0.036477395612031414,0.25,0.2775,0.09125,True,-10091.68265297318,-51280.8563879914
27,treatment,policy_value,profit,0.03143381064985111,0.20362103480710608,0.21552215961451093,-15.714966258757823,-9470.291481228725,-11.837864351535906,-0.14363404283425363,0.03332985029399928,0.25,0.27,0.13,True,-9720.291481228725,-61001.14786922013
28,treatment,policy_value,profit,0.027468577971787374,0.20885927964226933,0.20438650267309044,-21.555847461002365,-10159.76396522923,-12.699704956536536,-0.14526598937437168,0.026551191663977614,0.25,0.27875,0.0975,True,-10409.76396522923,-71410.91183444936
29,treatment,policy_value,profit,0.027238027287387542,0.22057765957229797,0.23801196249041673,-29.387117550582193,-9562.078228183993,-11.95259778522999,-0.1439709995590959,0.029187062020373567,0.25,0.27,0.09,True,-9812.078228183993,-81222.99006263335
