step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.032375,0.22110704418319535,0.015722278343744893,,8811.982759476059,11.014978449345074,0.07684161023186169,0.05027954527208655,0.25,0.28,0.105,False,8811.982759476059,8811.982759476059
6,treatment,policy_value,profit,0.0335,0.21024171062752692,0.029589735371528904,,9158.57254226246,11.448215677828076,0.0850397976326814,0.05871354666474643,0.25,0.2725,0.10625,False,9158.57254226246,17970.555301738517
7,treatment,policy_value,profit,0.03396875,0.20605515258936727,0.06818340495380068,,9003.106168175244,11.253882710219054,0.08240572529621415,0.05576739023274101,0.25,0.27,0.07125,False,9003.106168175244,26973.66146991376
8,treatment,policy_value,profit,0.035062499999999996,0.2189447405338416,0.09417337873206996,,8577.565002375544,10.72195625296943,0.08140222172266658,0.056465170006502106,0.25,0.27375,0.0975,False,8577.565002375544,35551.2264722893
9,treatment,policy_value,profit,0.0406875,0.21472402166906399,0.15001498228600404,12.04743895097396,9514.335453955471,11.892919317444338,0.08361245198055751,0.05842296832988078,0.25,0.2775,0.10625,False,9514.335453955471,45065.56192624477
10,treatment,policy_value,profit,0.0375625,0.21279703810618306,0.14571783490061596,3.560252215009111,9362.630092710839,11.703287615888549,0.08137288067859318,0.0558257576539914,0.25,0.27375,0.11,False,9362.630092710839,54428.19201895561
11,treatment,policy_value,profit,0.033375,0.22099541291822894,0.10260910344829385,1.5827052424253651,9241.664077654175,11.55208009706772,0.08128943617527741,0.057733743543500964,0.25,0.275,0.08125,False,9241.664077654175,63669.85609660979
12,treatment,policy_value,profit,0.0295625,0.21284171416662617,0.12836263887660215,-5.063294035216872,8781.506464961594,10.976883081201994,0.07825567434317524,0.052741348191013664,0.25,0.2725,0.095,True,8531.506464961594,72201.36256157138
13,treatment,policy_value,profit,0.03865241987873538,0.20734755643975503,0.13035540552603148,-14.043699593083959,8769.96404335876,10.962455054198449,0.0790335522254008,0.0567624670238044,0.25,0.275,0.09625,True,8519.96404335876,80721.32660493015
14,treatment,policy_value,profit,0.0285401690628328,0.2120962595550105,0.1665767098177505,-12.938089041751457,-8842.11284442123,-11.052641055526538,-0.1446296731811526,0.05840049253110411,0.25,0.28,0.10625,True,-9092.11284442123,71629.21376050892
15,treatment,policy_value,profit,0.03538049163179917,0.21559041314451907,0.15256530666438117,-10.928363414226178,-8723.694939817506,-10.904618674771882,-0.14262460843562993,0.056548171488008496,0.25,0.28,0.1025,True,-8973.694939817506,62655.51882069142
16,treatment,policy_value,profit,0.03286584738790621,0.21280834166239448,0.17206543010802,-17.985239368143404,-8792.022529280226,-10.990028161600282,-0.14260210345447796,0.05495069936919045,0.25,0.27625,0.105,True,-9042.022529280226,53613.49629141119
17,treatment,policy_value,profit,0.033850333602911446,0.20688049597307148,0.18077866357228203,-12.595429728088988,-8391.186356855509,-10.488982946069386,-0.14183762405201808,0.04744397736055261,0.25,0.27125,0.1,True,-8641.186356855509,44972.309934555684
