step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.032687499999999994,0.2177005399532873,0.02006584802746685,,8407.191543482348,10.508989429352935,0.07885743994421382,0.09694753018161524,0.25,0.2825,0.0975,False,8407.191543482348,8407.191543482348
6,treatment,policy_value,profit,0.03328125,0.2154094709557418,0.02778079386107194,,8749.494913704037,10.936868642130046,0.07851417334977773,0.09865972433330267,0.25,0.26875,0.10625,False,8749.494913704037,17156.686457186384
7,treatment,policy_value,profit,0.03696875,0.21975925652732614,0.03591396428297985,,8149.262924343612,10.186578655429516,0.07954365558234966,0.09988430050471699,0.25,0.2675,0.07625,False,8149.262924343612,25305.949381529997
8,treatment,policy_value,profit,0.031093750000000003,0.21159507680498005,0.07149513902032785,,8692.624528141296,10.86578066017662,0.08257468242768347,0.09929589412945465,0.25,0.25875,0.1,False,8692.624528141296,33998.57390967129
9,treatment,policy_value,profit,0.029906250000000002,0.22101754415886746,0.11463573449529783,12.609775224459453,9372.225480212106,11.715281850265132,0.08569943009407849,0.10367729129447179,0.25,0.27,0.11375,False,9372.225480212106,43370.799389883396
10,treatment,policy_value,profit,0.02915625,0.21947967556839043,0.11464931055204802,9.485399350752502,9162.12811779065,11.452660147238312,0.08239724053171575,0.09977647704134775,0.25,0.27125,0.09375,False,9162.12811779065,52532.927507674045
11,treatment,policy_value,profit,0.03025,0.20886251886464371,0.1051980699480938,1.1816590596473224,9088.53533658047,11.360669170725586,0.08030185809354759,0.09941425460910064,0.25,0.2825,0.09375,False,9088.53533658047,61621.462844254514
12,treatment,policy_value,profit,0.036593749999999994,0.21937855590767785,0.08957655032052633,-0.6339864727812423,9127.056906920181,11.408821133650227,0.08619012498699026,0.10591827879306422,0.25,0.2825,0.1275,True,8877.056906920181,70498.5197511747
13,treatment,policy_value,profit,0.03772627392078327,0.21425255472757831,0.09792709696292942,-3.7541452919034963,8375.297414649882,10.469121768312352,0.08176450156816113,0.09556999728891963,0.25,0.2625,0.08375,True,8125.297414649882,78623.81716582458
14,treatment,policy_value,profit,0.03569744881109643,0.22567881872653786,0.1476579974590145,-12.257336332426167,-10314.065012308976,-12.89258126538622,-0.14255689577917902,0.1120696680353809,0.25,0.28,0.09875,True,-10564.065012308976,68059.75215351561
15,treatment,policy_value,profit,0.036430091424968475,0.2107530426184628,0.1313799959462162,-11.172353425532982,-10807.985277896218,-13.509981597370272,-0.14322494670866484,0.019343066065494352,0.25,0.27875,0.095,True,-11057.985277896218,57001.766875619396
16,treatment,policy_value,profit,0.04681988780025285,0.20689690951700007,0.1052606371648999,-6.487700027995195,-10001.908647887112,-12.50238580985889,-0.14013636632370077,-0.019465116210770964,0.25,0.27125,0.09125,True,-10251.908647887112,46749.858227732286
17,treatment,policy_value,profit,0.04602073973042362,0.2007957526631862,0.1760216432414887,-7.643200322558686,-10198.521533874902,-12.748151917343627,-0.14320642390080168,-0.016267629172926613,0.25,0.2675,0.09625,True,-10448.521533874902,36301.33669385738
18,treatment,policy_value,profit,0.046113404088050314,0.20781010963291688,0.18881248274691542,-12.46010717415962,-7730.8191084046775,-9.663523885505846,-0.14563793376005812,-0.05420616484766692,0.20125,0.21875,0.095,True,-7980.8191084046775,28320.517585452704
19,treatment,policy_value,profit,0.03861982458912769,0.20787432301859904,0.1417144920735142,-1.8774756446816376,-6071.416714518824,-7.58927089314853,-0.14460965506962645,-0.0800257428670538,0.1325,0.17625,0.0975,True,-6321.416714518824,21999.10087093388
20,treatment,policy_value,profit,0.04293862467866323,0.2032231029512756,0.13104259383994366,-3.5356110066334496,-4756.340056222132,-5.945425070277666,-0.14608517327808854,-0.0959791416249196,0.08625,0.14,0.1075,True,-5006.340056222132,16992.760814711746
21,treatment,policy_value,profit,0.049035963244613436,0.2040779086079374,0.0887630102201121,-6.482217389767273,-2497.5245198824286,-3.1219056498530358,-0.14537253836445146,-0.13454945504057167,0.02625,0.07625,0.09625,True,-2747.5245198824286,14245.236294829318
22,treatment,policy_value,profit,0.056087033817951965,0.19952702279356946,0.0892556132522797,-0.47708609732624685,-2281.641201774303,-2.852051502217879,-0.14551921841912355,-0.16084957191914165,0.0125,0.06875,0.125,True,-2531.641201774303,11713.595093055013
23,treatment,policy_value,profit,0.044385297845373886,0.2047435656319388,0.09460651123993181,3.0451981345717067,-2703.1061554612743,-3.378882694326593,-0.143122291505672,-0.19282497657647604,0.02625,0.085,0.10875,False,-2703.1061554612743,9010.488937593738
24,treatment,policy_value,profit,0.04602265525982256,0.2001210665324222,0.09485648934893584,-0.13502654757806865,-2263.923851449827,-2.829904814312284,-0.14160466098913738,-0.18910489095472527,0.01875,0.07375,0.1125,True,-2513.923851449827,6496.565086143912
25,treatment,policy_value,profit,0.042606707317073174,0.2043037821616137,0.05015241935150346,1.4137383335869904,-3135.020068232963,-3.9187750852912036,-0.1423804706106538,-0.18740486641865467,0.05625,0.1025,0.11,False,-3135.020068232963,3361.545017910949
26,treatment,policy_value,profit,0.05002286585365854,0.20946449597917546,0.060247299877281994,1.0948309759404717,-3038.651601386389,-3.7983145017329862,-0.14203465565430812,-0.18450196437586389,0.05,0.1025,0.11125,False,-3038.651601386389,322.89341652456005
27,treatment,policy_value,profit,0.038601371951219515,0.20634154752514905,0.073209554218264,4.173116960382982,-3651.1662344690635,-4.563957793086329,-0.14236475891515382,-0.19100964562510186,0.07875,0.12,0.11,False,-3651.1662344690635,-3328.2728179445035
28,treatment,policy_value,profit,0.04475990853658537,0.21624351063430003,0.06958717679849852,1.0138007324191856,-2550.6623059679687,-3.188327882459961,-0.14365435143889324,-0.19195290951497831,0.04,0.0825,0.0975,False,-2550.6623059679687,-5878.935123912472
