step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.031218749999999997,0.22672949026045686,0.010396227505622427,,8740.160469793236,10.925200587241545,0.08269535804050583,0.07537934769815217,0.25,0.2725,0.1,False,8740.160469793236,8740.160469793236
6,treatment,policy_value,profit,0.0350625,0.21466944863457468,0.02275835525546949,,8590.76421086786,10.738455263584823,0.08167818408778026,0.07625914641814659,0.25,0.26375,0.09875,False,8590.76421086786,17330.924680661097
7,treatment,policy_value,profit,0.037968749999999996,0.21190345608387567,0.034910575151305814,,8937.13102184477,11.171413777305963,0.07772533735807151,0.0737239046324353,0.25,0.2675,0.1075,False,8937.13102184477,26268.055702505866
8,treatment,policy_value,profit,0.037125,0.21324863121626358,0.0432012986025082,,9215.21341459207,11.519016768240087,0.08349708025487775,0.07684507102468838,0.25,0.27375,0.09625,False,9215.21341459207,35483.26911709794
9,treatment,policy_value,profit,0.030468749999999996,0.20258380141390636,0.10808480364815566,18.830916404484867,9129.716321785054,11.412145402231317,0.08664187195907531,0.07863298680919308,0.25,0.28,0.10125,False,9129.716321785054,44612.98543888299
10,treatment,policy_value,profit,0.03765625,0.21669685840247477,0.09039820368610685,5.3960237921436,8833.46473184022,11.041830914800276,0.08279126004447722,0.07636777987591552,0.25,0.26875,0.0925,False,8833.46473184022,53446.45017072321
11,treatment,policy_value,profit,0.029875,0.22124343073630157,0.09685145588730522,2.828309373286409,8349.630269777947,10.437037837222434,0.0815214300316899,0.0753901753994081,0.25,0.27375,0.09875,False,8349.630269777947,61796.08044050116
12,treatment,policy_value,profit,0.03496875000000001,0.2248992483708873,0.0703641836502483,-6.380119091488823,8906.420151681381,11.133025189601726,0.08026894398982637,0.07282841274928278,0.25,0.275,0.1,True,8656.420151681381,70452.50059218254
13,treatment,policy_value,profit,0.032549754025044716,0.2114489642400852,0.06506402276316708,-3.467709099535907,7904.054173422036,9.880067716777544,0.07794383473436348,0.06783750149845384,0.25,0.2825,0.10375,True,7654.054173422036,78106.55476560457
14,treatment,policy_value,profit,0.03675567807768268,0.22136740765917837,0.08899684843651642,-11.290426330270815,-10354.176346311455,-12.942720432889319,-0.1430261857825868,0.059509426744271184,0.25,0.29375,0.11625,True,-10604.176346311455,67502.37841929312
15,treatment,policy_value,profit,0.041342364532019706,0.2171460710529594,0.16312403069746084,-14.802489090495023,-9487.877185638476,-11.859846482048095,-0.142559605106937,0.04823610605536472,0.25,0.275,0.10375,True,-9737.877185638476,57764.50123365464
16,treatment,policy_value,profit,0.035284700920245396,0.2190172242094274,0.13377124192593617,-18.01865672581357,-10098.615449863944,-12.623269312329931,-0.14387414347143834,-0.0007774489387318121,0.25,0.27375,0.09375,True,-10348.615449863944,47415.8857837907
17,treatment,policy_value,profit,0.04224260172626387,0.20837786784390197,0.15117024558190434,-17.720142054724604,-9213.655502090329,-11.517069377612911,-0.14105417376493665,-0.014177864199354573,0.25,0.27625,0.1025,True,-9463.655502090329,37952.230281700366
18,treatment,policy_value,profit,0.0458670229244114,0.1998612782447976,0.11728361349995432,-23.667725150913398,-6578.572313288836,-8.223215391611046,-0.14279469601545844,-0.054408684369122474,0.155,0.2075,0.12,True,-6828.572313288836,31123.657968411528
19,treatment,policy_value,profit,0.04154207021791767,0.2062361018527315,0.06989740259292201,-16.956606976285233,-2235.669941851156,-2.794587427313945,-0.14429012347987805,-0.07175082011785158,0.0225,0.07,0.09,True,-2485.669941851156,28637.98802656037
20,treatment,policy_value,profit,0.04003997093023255,0.20640494966367354,0.09083131117586846,-12.557326247634986,-3159.177568476748,-3.948971960595935,-0.14196775809285983,-0.07280931289132728,0.0525,0.10375,0.095,True,-3409.177568476748,25228.810458083623
21,treatment,policy_value,profit,0.038006906288156284,0.20675323020835978,0.11217802915319744,-8.61027064101116,-2645.2708825233826,-3.3065886031542284,-0.1459336926068121,-0.10652728459037157,0.03625,0.085,0.09625,True,-2895.2708825233826,22333.53957556024
22,treatment,policy_value,profit,0.045986268359853116,0.2030553442164824,0.11353796489730376,-2.981819514844053,-2411.8348542767567,-3.014793567845946,-0.14269261869303823,-0.13140652557484128,0.0525,0.08625,0.09,True,-2661.8348542767567,19671.704721283484
23,treatment,policy_value,profit,0.042349737330037086,0.18564271332930996,0.11331633775216109,1.2567103426948534,-3171.8674777078604,-3.9648343471348255,-0.1434773895176655,-0.11909953803157514,0.06625,0.105,0.0775,False,-3171.8674777078604,16499.837243575625
24,treatment,policy_value,profit,0.042992506180469715,0.20226825593926917,0.11866497807230042,1.1258091539243773,-3081.748030282929,-3.852185037853661,-0.14277629651597026,-0.11438796345871681,0.07,0.1025,0.08,False,-3081.748030282929,13418.089213292697
25,treatment,policy_value,profit,0.03939006489493202,0.20863104675732586,0.12259417299291908,4.197799969735979,-3827.7928902723966,-4.7847411128404955,-0.14138093577463018,-0.11369356178817021,0.08,0.13375,0.105,False,-3827.7928902723966,9590.2963230203
26,treatment,policy_value,profit,0.03282930315203955,0.2137372104285336,0.14626960501351016,1.103265171158635,-3672.5892032108536,-4.590736504013567,-0.14463221035466656,-0.12004560806118036,0.06875,0.11375,0.08625,False,-3672.5892032108536,5917.707119809447
27,treatment,policy_value,profit,0.03588921508034611,0.19241450999985701,0.13963025152549619,1.019906799661212,-3297.6704593305676,-4.1220880741632095,-0.14250676805415885,-0.11823470082484984,0.0625,0.11,0.10625,False,-3297.6704593305676,2620.0366604788796
28,treatment,policy_value,profit,0.040528623300370825,0.20620476507369467,0.11935893616240817,-0.0008183919797862815,-3596.384018911491,-4.495480023639363,-0.14103197271838622,-0.11302309536076838,0.07375,0.12125,0.09375,True,-3846.384018911491,-1226.3473584326111
