step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.03703125,0.21271419232461775,0.016156097662135365,,8475.871513990634,10.594839392488293,0.08151163197003478,0.10728035817239558,0.25,0.27625,0.0975,False,8475.871513990634,8475.871513990634
6,treatment,policy_value,profit,0.0305625,0.21287130338499716,0.023532530720971605,,7979.195721546437,9.973994651933047,0.07908602093214663,0.10253513579045893,0.25,0.26375,0.1,False,7979.195721546437,16455.06723553707
7,treatment,policy_value,profit,0.029812500000000002,0.2057272580325008,0.03648508503956312,,8317.994596261558,10.397493245326949,0.08181138756368961,0.10221441830682533,0.25,0.265,0.105,False,8317.994596261558,24773.06183179863
8,treatment,policy_value,profit,0.03334375,0.21678797659185015,0.05844368983321266,,8038.898155835463,10.048622694794329,0.08041049561942967,0.10708907701973434,0.25,0.2675,0.095,False,8038.898155835463,32811.959987634094
9,treatment,policy_value,profit,0.029968750000000002,0.2123825903945424,0.10224441191278785,-7.242379499208138,8553.30303967408,10.6916287995926,0.08109592419364967,0.10357066060031803,0.25,0.27125,0.1,True,8303.30303967408,41115.263027308174
10,treatment,policy_value,profit,0.03576895748067303,0.2195823894616097,0.07761671599403829,-4.971361822497021,8557.845176137185,10.697306470171482,0.08371476464738317,0.10895331135252669,0.25,0.28125,0.12,True,8307.845176137185,49423.10820344536
11,treatment,policy_value,profit,0.039102205718736086,0.2248241442178509,0.09688077766702528,-4.115898414371058,8484.671371717952,10.605839214647439,0.07804676193120987,0.10033504011123419,0.25,0.275,0.0925,True,8234.671371717952,57657.77957516331
12,treatment,policy_value,profit,0.03865531961471103,0.20450756934586464,0.10642707310048863,3.9162568254389565,8295.20972477488,10.369012155968601,0.07807604861177567,0.09754087680060249,0.25,0.27375,0.09375,False,8295.20972477488,65952.98929993818
13,treatment,policy_value,profit,0.036749124343257444,0.21435416273296212,0.08903465320703377,4.762791680246686,8094.1886974548215,10.117735871818526,0.07959766235785758,0.09740182980504038,0.25,0.275,0.0925,False,8094.1886974548215,74047.17799739301
14,treatment,policy_value,profit,0.028604422066549912,0.21443994778837966,0.09973947233199121,8.388923970233026,-9327.379200396586,-11.659224000495733,-0.14436887702593726,0.09820644445791765,0.25,0.265,0.1075,False,-9327.379200396586,64719.79879699642
15,treatment,policy_value,profit,0.030540444395796847,0.2262138149488676,0.13859595321085907,0.967362609189863,-9751.801990415743,-12.189752488019678,-0.14482695236532708,0.10345452426582975,0.25,0.27875,0.09875,False,-9751.801990415743,54967.99680658068
16,treatment,policy_value,profit,0.035558231173380035,0.22020347604364737,0.16413562896381778,-3.5465318150476826,-9313.563008251756,-11.641953760314696,-0.14521906640676358,0.09893302352607627,0.25,0.26875,0.08875,True,-9563.563008251756,45404.43379832893
17,treatment,policy_value,profit,0.028104810216030687,0.20459676158639475,0.18302964474786773,-3.143153453181021,-9780.83872214114,-12.226048402676424,-0.14303102731532735,0.08956433417331074,0.25,0.2875,0.11375,True,-10030.83872214114,35373.59507618779
18,treatment,policy_value,profit,0.03620390563045202,0.22437408428410854,0.18475240290095396,-8.552600981887073,-9456.452296278636,-11.820565370348294,-0.14160807591073224,0.09488214759764661,0.25,0.27375,0.1025,True,-9706.452296278636,25667.142779909154
19,treatment,policy_value,profit,0.040525873000390164,0.20755493920251886,0.17191694690158785,-9.037258055782642,-9164.085634486572,-11.455107043108214,-0.14109526870256953,0.08285902679083869,0.25,0.27,0.105,True,-9414.085634486572,16253.057145422583
20,treatment,policy_value,profit,0.03372210892514395,0.23721810585588862,0.19042404293222467,-11.291016032612026,-9797.330408828682,-12.246663011035853,-0.14583612587401126,0.0869546821890665,0.25,0.27625,0.10625,True,-10047.330408828682,6205.726736593901
21,treatment,policy_value,profit,0.03299206208687441,0.21958374250925045,0.1684105663909773,-6.87632037973862,-9026.998559819625,-11.283748199774532,-0.14201647637679504,0.07824731479935675,0.25,0.27,0.0925,True,-9276.998559819625,-3071.271823225725
22,treatment,policy_value,profit,0.03369167908362823,0.2207023661665536,0.192971052785602,-23.19459967460463,-9265.870144112465,-11.582337680140581,-0.1429789035891293,0.07844555991917451,0.25,0.265,0.09125,True,-9515.870144112465,-12587.14196733819
