step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.0365,0.2089163410697278,0.029305684596049607,,7838.644492251945,9.79830561531493,0.07719592868891793,0.07572004243331026,0.25,0.28125,0.105,False,7838.644492251945,7838.644492251945
6,treatment,policy_value,profit,0.030468750000000003,0.21214102331309242,0.02476015909717701,,8190.178500701351,10.23772312587669,0.08154219899153992,0.07865878576112104,0.25,0.27375,0.1075,False,8190.178500701351,16028.822992953297
7,treatment,policy_value,profit,0.02790625,0.20843128243406106,0.0458210563828115,,7817.590127279036,9.771987659098794,0.08018636787685725,0.07629353339964379,0.25,0.2775,0.0975,False,7817.590127279036,23846.413120232333
8,treatment,policy_value,profit,0.034625,0.21610696575300423,0.07210884262275417,,8409.978364384815,10.51247295548102,0.08078727347799164,0.07835707743150219,0.25,0.26875,0.0975,False,8409.978364384815,32256.391484617146
9,treatment,policy_value,profit,0.031156250000000003,0.2094611505550828,0.12104368166330057,15.614214383981931,8184.037119907576,10.23004639988447,0.0745277771294975,0.06960731869876804,0.25,0.28375,0.0875,False,8184.037119907576,40440.42860452472
10,treatment,policy_value,profit,0.029531250000000002,0.21202340632140307,0.14734283553378413,20.328955750125182,8590.320874242036,10.737901092802545,0.08188993086144944,0.0795277689743513,0.25,0.2625,0.05875,False,8590.320874242036,49030.74947876675
11,treatment,policy_value,profit,0.039874999999999994,0.2046063525117392,0.07645235743283672,26.89585844453444,8366.266882537475,10.457833603171844,0.08095761116421211,0.07868795595641094,0.25,0.295,0.11375,False,8366.266882537475,57397.016361304224
12,treatment,policy_value,profit,0.0314375,0.21225613846460883,0.09869967757895476,27.781161090607757,9097.13659774254,11.371420747178174,0.08188631427108162,0.07979754100676277,0.25,0.2675,0.085,False,9097.13659774254,66494.15295904677
13,treatment,policy_value,profit,0.031156249999999996,0.21749598922852634,0.14145601705133717,29.800449356624853,8434.439556792287,10.54304944599036,0.08293412528505885,0.08162497989725899,0.25,0.27875,0.11125,False,8434.439556792287,74928.59251583906
14,treatment,policy_value,profit,0.031,0.20622893771122322,0.10022886005885923,14.717178869697149,-9267.24097233259,-11.58405121541574,-0.1436064013417743,0.07673138632658037,0.25,0.2575,0.09875,False,-9267.24097233259,65661.35154350646
15,treatment,policy_value,profit,0.02896875,0.21069056383442997,0.1116670014607547,7.904860026267023,-9547.59421324438,-11.934492766555474,-0.14208092987939602,0.0807973124755702,0.25,0.2775,0.07375,False,-9547.59421324438,56113.75733026208
16,treatment,policy_value,profit,0.032656250000000005,0.21876615183285664,0.11843009272784044,-0.2632234530441031,-9229.769060578452,-11.537211325723066,-0.14075718195222406,0.07934823213902321,0.25,0.27375,0.09,True,-9479.769060578452,46633.98826968363
17,treatment,policy_value,profit,0.048875683994528046,0.22010436356176186,0.11673363446048154,-6.1753411892878365,-9197.49572673945,-11.49686965842431,-0.1429054300420929,0.07817004556167585,0.25,0.2725,0.11875,True,-9447.49572673945,37186.49254294418
18,treatment,policy_value,profit,0.03830297459893048,0.20519694602134675,0.18839771575286565,-15.818450975430697,-9285.748380429679,-11.607185475537099,-0.14240339292025073,0.062106886204344056,0.25,0.27375,0.11125,True,-9535.748380429679,27650.7441625145
19,treatment,policy_value,profit,0.044642004281949935,0.21036443924342677,0.1921787317297913,-10.491435666921273,-9748.16004184079,-12.185200052300988,-0.1428953774949803,0.036708147910146705,0.25,0.27375,0.11375,True,-9998.16004184079,17652.58412067371
20,treatment,policy_value,profit,0.05491987179487179,0.19547410359096903,0.16061576465242883,-8.024532753411684,-9716.39106460892,-12.14548883076115,-0.14859853772671824,-0.021472814870040713,0.25,0.27875,0.09625,True,-9966.39106460892,7686.193056064789
21,treatment,policy_value,profit,0.03955054012345679,0.1969099004019297,0.14205002149191462,-2.7334229125856653,-9210.466830752179,-11.513083538440224,-0.1431701334924436,-0.031425672017401055,0.25,0.27375,0.11625,True,-9460.466830752179,-1774.27377468739
22,treatment,policy_value,profit,0.036871151477832514,0.20447921871071556,0.1780920677375386,-6.343819375122462,-6777.284941010877,-8.471606176263597,-0.14275513803251377,-0.0809225962440183,0.1775,0.20875,0.11375,True,-7027.284941010877,-8801.558715698267
23,treatment,policy_value,profit,0.05098895958083832,0.19478423287156826,0.0867211115838563,-2.224175896016952,-3897.185431767175,-4.871481789708969,-0.14425616893478474,-0.13313393889838437,0.08375,0.11875,0.10625,True,-4147.185431767175,-12948.744147465442
24,treatment,policy_value,profit,0.043685318892900116,0.20778589843259015,0.07053875251152902,-3.4613306242997086,-3257.8689021399923,-4.0723361276749905,-0.14295660674709396,-0.1626604787128645,0.045,0.0975,0.0975,True,-3507.8689021399923,-16456.613049605436
25,treatment,policy_value,profit,0.04292168674698795,0.19668778952034574,0.07568747126254727,-5.022439584667463,-3374.067783368886,-4.217584729211108,-0.14366788735902009,-0.1420050356938206,0.04125,0.0975,0.10625,True,-3624.067783368886,-20080.68083297432
26,treatment,policy_value,profit,0.04238025700934579,0.20896875833371897,0.055000812564782536,-6.907100875546955,-2415.4707211316427,-3.0193384014145535,-0.1418661223322072,-0.14044753232316054,0.02625,0.07125,0.1025,True,-2665.4707211316427,-22746.151554105963
27,treatment,policy_value,profit,0.04193309757505774,0.20267923489783282,0.09010531673991565,-1.679766380184334,-3310.6382933343975,-4.138297866667997,-0.14243277657512748,-0.14483382154770175,0.04125,0.09875,0.115,True,-3560.6382933343975,-26306.789847440363
28,treatment,policy_value,profit,0.05279674826187718,0.21822267641407392,0.10597202687096538,-0.14313953936996143,-3077.057251177314,-3.8463215639716424,-0.1425529309888482,-0.16263896784401916,0.03875,0.0975,0.11875,True,-3327.057251177314,-29633.847098617676
29,treatment,policy_value,profit,0.04562697784810127,0.20850950481756914,0.07158849607516463,1.026236528586064,-3120.6610053023282,-3.9008262566279104,-0.1455401635333902,-0.14728049019221207,0.0625,0.1,0.0875,False,-3120.6610053023282,-32754.508103920005
