step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.034,0.21188371727577568,0.021326991647335546,,8430.608949731704,10.53826118716463,0.07922614831111097,0.055430874117879246,0.25,0.26625,0.1025,False,False,8430.608949731704,8430.608949731704
6,treatment,policy_value,profit,0.0316875,0.21801701854533748,0.026556025309868593,,9195.970854773708,11.494963568467135,0.08161143663121685,0.0615916969614576,0.25,0.2825,0.10875,False,False,9195.970854773708,17626.57980450541
7,treatment,policy_value,profit,0.03440625,0.2182903432441699,0.03331072399036137,,8596.559060815558,10.745698826019447,0.07946166084800804,0.056305550523666315,0.25,0.27,0.11,False,False,8596.559060815558,26223.13886532097
8,treatment,policy_value,profit,0.03175,0.21835228661159506,0.05762438287628539,,8794.701221238796,10.993376526548495,0.07849668951460113,0.05807582023535046,0.25,0.27375,0.085,False,False,8794.701221238796,35017.840086559765
9,treatment,policy_value,profit,0.030656249999999996,0.20628761225888212,0.09668779681032384,30.61915837627549,9142.997161693349,11.428746452116686,0.08136451867167743,0.06032443506953275,0.25,0.27875,0.09375,False,False,9142.997161693349,44160.83724825311
10,treatment,policy_value,profit,0.03559374999999999,0.21027195228250173,0.0775651248906389,29.225263746204377,9326.829270341004,11.658536587926255,0.08378321652353206,0.06360769175205543,0.25,0.26625,0.0875,False,False,9326.829270341004,53487.66651859412
11,treatment,policy_value,profit,0.031843750000000004,0.21585498922112073,0.08482655641534617,17.885227093444954,8515.206325222476,10.644007906528095,0.07618435778323845,0.05403034578801189,0.25,0.2675,0.1,False,False,8515.206325222476,62002.87284381659
12,treatment,policy_value,profit,0.03515625,0.21722708358173265,0.10518297938998301,7.809278908684735,8767.494632075637,10.959368290094547,0.07877251962944141,0.057931364055395,0.25,0.275,0.1,False,False,8767.494632075637,70770.36747589223
13,treatment,policy_value,profit,0.029281249999999998,0.21049803984249923,0.13819809611318842,2.5434958258444045,9695.404936923178,12.119256171153973,0.08552730936553057,0.06491716473494674,0.25,0.275,0.09375,False,False,9695.404936923178,80465.77241281541
14,treatment,policy_value,profit,0.030843750000000003,0.22530905441509624,0.17010941112557493,-6.429260896550267,-9193.240376194322,-11.491550470242903,-0.14177037949668134,0.060536733267369185,0.25,0.28,0.12,True,False,-9443.240376194322,71022.53203662108
15,treatment,policy_value,profit,0.06018703241895262,0.20943861890591292,0.07357290404090555,-4.1392993349110245,-8988.165894675138,-11.235207368343922,-0.1436834388475647,-0.010253110486014728,0.25,0.2775,0.11,False,True,-8988.165894675138,62034.36614194594
16,treatment,policy_value,profit,0.045989713216957606,0.22385818573582764,0.12547532679356133,-5.364045259964085,-8872.207365045939,-11.090259206307424,-0.14129405806844322,-0.012619922353137875,0.25,0.27375,0.10375,False,True,-8872.207365045939,53162.1587769
17,treatment,policy_value,profit,0.057090087281795515,0.21039222628095294,0.1361514935790437,-7.629791491759501,-9149.038533114926,-11.436298166393659,-0.1430780393636164,-0.008271012745856026,0.25,0.27625,0.0925,True,False,-9399.038533114926,43763.12024378507
18,treatment,policy_value,profit,0.05012019230769231,0.20400271246854235,0.06369582336716718,-13.206320842601356,-6194.800989020951,-7.743501236276189,-0.14413177081857154,-0.10180070736926022,0.16625,0.20875,0.115,False,True,-6194.800989020951,37568.31925476412
19,treatment,policy_value,profit,0.057367788461538456,0.2038761684003623,0.12704196481272803,-9.598175074257064,-6181.611537697814,-7.727014422122267,-0.142152689363623,-0.10513904122237552,0.16,0.19625,0.105,False,True,-6181.611537697814,31386.70771706631
20,treatment,policy_value,profit,0.06127403846153846,0.20474166731567223,0.14799513108024012,-10.084696833213318,-6500.294406498178,-8.125368008122724,-0.1448131128298605,-0.10101544411141722,0.185,0.21375,0.105,True,False,-6750.294406498178,24636.413310568132
21,treatment,policy_value,profit,0.05485349220623501,0.2295984021598735,0.08300584753072789,-8.092200264735581,-2465.311277707448,-3.08163909713431,-0.1430795638437824,-0.12417674007675909,0.0275,0.075,0.09,False,True,-2465.311277707448,22171.102032860683
22,treatment,policy_value,profit,0.054748201438848926,0.20779094409102974,0.07601072435540174,-3.5839192107371423,-2760.9602587722047,-3.451200323465256,-0.14444744873208126,-0.12043129270402415,0.03,0.08,0.0975,False,True,-2760.9602587722047,19410.14177408848
23,treatment,policy_value,profit,0.060926633693045566,0.20937668521382236,0.11700156230410673,-2.5885683640973145,-2915.752082849468,-3.644690103561835,-0.14668800890432415,-0.11903939463659179,0.02125,0.07875,0.10625,True,False,-3165.752082849468,16244.389691239012
24,treatment,policy_value,profit,0.044889888337468986,0.2149152781477629,0.020367597285077352,-1.3547934343820642,-4816.9938735576925,-6.021242341947116,-0.14352116852826413,-0.13315177543296228,0.08375,0.11625,0.07625,False,True,-4816.9938735576925,11427.39581768132
25,treatment,policy_value,profit,0.0460611817617866,0.20822926616649398,0.06266139083190533,-1.6380412585989845,-5085.441043640526,-6.3568013045506575,-0.1437338826585631,-0.13053060772069303,0.07625,0.12625,0.10625,False,True,-5085.441043640526,6341.954774040793
26,treatment,policy_value,profit,0.054636321339950375,0.2154144822503713,0.09413015611529713,-3.391466339089026,-4905.748920387353,-6.132186150484191,-0.1431344142312122,-0.13719056542156424,0.07125,0.1175,0.11125,True,False,-5155.748920387353,1186.2058536534405
27,treatment,policy_value,profit,0.05321843592964824,0.1953502276545752,0.057470258968645146,-3.337819907854306,-2763.694087962085,-3.4546176099526065,-0.14287490068816708,-0.16277752847956953,0.0225,0.075,0.1025,False,True,-2763.694087962085,-1577.4882343086447
