step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,none,never,profit,0.03134375,0.21792805904364482,,19.007305074355376,24.121485363149645,-28.269937491027978,66.28454763973873,58.6836177613889,89,9318.795383133602,11.648494228917002,0.0803362759827332,0.08376741813922084,0.25,0.2725,0.11125,False,False,False,9318.795383133602,9318.795383133602
6,none,never,profit,0.030906250000000003,0.21658820954416616,0.21538690004744968,-1.4276057580591872,15.601699739941838,-32.00637534595311,29.151163829834733,24.234906645791973,185,8954.743534617945,11.19342941827243,0.07960420727264875,0.08705617293684256,0.25,0.28125,0.12,False,False,False,8954.743534617945,18273.538917751546
7,none,never,profit,0.032656250000000005,0.205563230560444,0.1924363047769549,3.7028128397884954,12.791303745095325,-21.367681815910643,28.773307495487636,24.742635198346484,264,9117.868420139823,11.397335525174778,0.0775846458707199,0.08156212470710042,0.25,0.27375,0.09875,False,False,False,9117.868420139823,27391.407337891367
8,none,never,profit,0.03471875,0.20423976399172042,0.2028734396469925,-15.367228099477554,12.447568311009954,-39.764013684159124,9.02955748520402,5.107199783613371,257,8562.115862538292,10.702644828172865,0.08112401793701611,0.08902804222758277,0.25,0.27625,0.1025,False,False,False,8562.115862538292,35953.523200429656
9,none,never,profit,0.027125000000000003,0.22135586550069297,0.19340156319536653,4.766368411391295,12.885490841884263,-20.488729561822552,30.02146638460514,25.961114757714594,251,9372.754914106694,11.715943642633368,0.08278635085419023,0.08905070859944868,0.25,0.2825,0.1125,False,False,False,9372.754914106694,45326.27811453635
10,none,never,profit,0.03725,0.2087777209659023,0.18510670538930157,16.934343746486164,12.467158877920827,-7.500838643777442,41.36952613674977,37.44099524461447,256,9576.691078671884,11.970863848339855,0.08221136983759449,0.08948108616350131,0.25,0.2775,0.105,False,False,False,9576.691078671884,54902.969193208235
11,none,never,profit,0.03390625,0.21467490067884054,0.17177861519233095,27.911814953571483,12.856061210666848,2.714397997622065,53.1092319095209,49.058153864246975,257,8742.676478891917,10.928345598614897,0.08360033620202716,0.09177659731912083,0.25,0.2575,0.10375,False,False,False,8742.676478891917,63645.64567210015
12,none,never,profit,0.03265625,0.21672807645569855,0.13640066174850068,21.259989101413044,13.033967664949106,-4.286118097546822,46.806096300372914,42.69895808867278,249,9119.527792101711,11.399409740127139,0.07843566331929161,0.08278083678968189,0.25,0.27125,0.1025,False,False,False,9119.527792101711,72765.17346420186
13,none,never,profit,0.03075,0.22072659475557796,0.09611955399614378,2.9443817481818906,12.773270567469364,-22.090768528843554,27.979532025207334,23.954542169116355,247,8491.794502025834,10.614743127532293,0.07749751427916884,0.08177115408519693,0.25,0.2775,0.1025,False,False,False,8491.794502025834,81256.96796622769
14,none,never,profit,0.030125,0.21386970269496555,0.07002001433194116,6.439817025776215,13.086083139713901,-19.208434626759857,32.08806867831228,27.964508340723125,245,9204.273407292772,11.505341759115966,0.08303457518612682,0.08935954401524054,0.25,0.27375,0.10125,False,False,False,9204.273407292772,90461.24137352046
