step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.03828125,0.2146124240202508,0.02374711740193795,,9588.434859689432,11.98554357461179,0.08683200017862226,0.10734401832605442,0.25,0.27,0.1075,False,False,9588.434859689432,9588.434859689432
6,treatment,policy_value,profit,0.02828125,0.21312757224214948,0.04223287470342778,,8774.280203345243,10.967850254181553,0.08065005307392195,0.0994600558937871,0.25,0.25625,0.09625,False,False,8774.280203345243,18362.715063034673
7,treatment,policy_value,profit,0.03325,0.21646471894014369,0.05218145860401151,,9674.848433515843,12.093560541894803,0.08175625063924215,0.09991349861799727,0.25,0.28625,0.105,False,False,9674.848433515843,28037.563496550516
8,treatment,policy_value,profit,0.030781249999999996,0.2153351281803551,0.06206734413249252,,9810.888015372115,12.263610019215143,0.08459456630615997,0.1044342018013566,0.25,0.2775,0.08875,False,False,9810.888015372115,37848.45151192263
9,treatment,policy_value,profit,0.03721875,0.21999250108435256,0.1090848273847306,-4.207637184434962,10195.483293966594,12.744354117458242,0.08591619517428244,0.1063249132373079,0.25,0.29625,0.09625,True,False,9945.483293966594,47793.93480588922
10,treatment,policy_value,profit,0.06456289556962025,0.23633173174532962,0.07156025010491095,-1.1416981050335924,7650.128346780101,9.562660433475127,0.08480588183567582,0.014660738750995092,0.25,0.2675,0.1,False,True,7650.128346780101,55444.063152669325
11,treatment,policy_value,profit,0.054649920886075946,0.22553303464655092,0.12379072137966489,3.93635199878782,6784.223645398079,8.480279556747599,0.08181088122898367,0.006073361150521424,0.25,0.26625,0.0925,False,False,6784.223645398079,62228.286798067405
12,treatment,policy_value,profit,0.05606408227848101,0.22629160962566716,0.13212670599847864,-12.720592139098379,7106.488499252544,8.88311062406568,0.08261907797958352,0.005684724870393118,0.25,0.27875,0.105,True,False,6856.488499252544,69084.77529731995
13,treatment,policy_value,profit,0.05351602979274611,0.22634257383373554,0.03638794803844094,-17.902818638673793,5983.428338386936,7.47928542298367,0.08246978975738,0.00755035428572445,0.25,0.26875,0.1175,False,True,5983.428338386936,75068.20363570689
14,treatment,policy_value,profit,0.049887467616580305,0.23350500346383896,0.10018313714417838,-29.30278380994311,-9603.39173756507,-12.004239671956338,-0.14624872236319145,0.0005330379173313104,0.25,0.27125,0.105,False,True,-9603.39173756507,65464.811898141816
15,treatment,policy_value,profit,0.051064604922279794,0.22785027694351556,0.1465829020996809,-24.78348083518289,-9624.130638836457,-12.030163298545572,-0.14720904751123765,0.008905950696242176,0.25,0.27,0.08625,True,False,-9874.130638836457,55590.68125930536
16,treatment,policy_value,profit,0.045094521604938265,0.2095271759818453,0.07172735720330832,-17.591531297043176,-8318.36828141794,-10.397960351772424,-0.14375637042777942,-0.0917526575037487,0.21375,0.25,0.11625,False,True,-8318.36828141794,47272.31297788742
17,treatment,policy_value,profit,0.04727816358024691,0.2157108137997791,0.117005479898653,-13.412673875787553,-8397.368271457304,-10.49671033932163,-0.14389844976299188,-0.09347042883839933,0.22,0.245,0.07625,False,True,-8397.368271457304,38874.94470643012
18,treatment,policy_value,profit,0.04516975308641975,0.21506203714511485,0.12302780634805881,-9.99479989686411,-8154.884520553334,-10.193605650691667,-0.14290648575717088,-0.0983504166749366,0.21125,0.2425,0.09375,True,False,-8404.884520553334,30470.060185876784
19,treatment,policy_value,profit,0.05326407068062827,0.21469393824982652,0.04819144672224265,-1.9225716352087496,-3917.064913469655,-4.896331141837069,-0.1452716370849587,-0.18192225790297095,0.07625,0.11375,0.11625,False,True,-3917.064913469655,26552.99527240713
20,treatment,policy_value,profit,0.05771842277486911,0.2119443365217174,0.0686433212454036,-4.2295105963041,-4155.407776327762,-5.194259720409702,-0.14309178570864275,-0.17673444846351194,0.09,0.12375,0.10375,False,True,-4155.407776327762,22397.587496079366
21,treatment,policy_value,profit,0.04795402486910995,0.19650920953183637,0.0712910456972625,-3.6859772876041665,-4378.249782368281,-5.47281222796035,-0.1437973821863546,-0.1707131055238132,0.09125,0.1275,0.085,True,False,-4628.249782368281,17769.337713711087
22,treatment,policy_value,profit,0.04619243421052632,0.21314460035099864,0.09437371389233289,-1.3980250731992911,-2897.955514311529,-3.6224443928894114,-0.14455823199587278,-0.1965995406489457,0.05125,0.0925,0.10375,False,True,-2897.955514311529,14871.382199399559
23,treatment,policy_value,profit,0.047384868421052634,0.2106093371478772,0.12440720148351628,-4.921102193992756,-3422.0383685454817,-4.2775479606818525,-0.14330702724954023,-0.19549130158211944,0.065,0.1075,0.10875,False,True,-3422.0383685454817,11449.343830854077
24,treatment,policy_value,profit,0.05975328947368421,0.20712853159580363,0.10571339120662362,-5.195640555941862,-2674.922642184002,-3.3436533027300026,-0.14454652475498408,-0.20102071195693635,0.04125,0.08,0.08125,True,False,-2924.922642184002,8524.421188670076
25,treatment,policy_value,profit,0.0611836139896373,0.20706069344928188,0.057578142883263544,-4.017801078963136,-3293.1833668725476,-4.116479208590684,-0.14412524546476405,-0.18043290077327584,0.05,0.10125,0.1025,False,True,-3293.1833668725476,5231.237821797528
26,treatment,policy_value,profit,0.055669527202072536,0.2186159273046261,0.09593948348681294,-3.0145288210109453,-3880.438826800235,-4.850548533500294,-0.14219654192180975,-0.17006455506684012,0.07625,0.12,0.09625,False,True,-3880.438826800235,1350.7989949972934
27,treatment,policy_value,profit,0.05434747409326425,0.1963714620540894,0.0777675263925065,-3.7212265393025623,-3104.706522812219,-3.880883153515274,-0.1419936758229683,-0.17783103595832336,0.0625,0.0975,0.095,True,False,-3354.706522812219,-2003.9075278149257
28,treatment,policy_value,profit,0.047535529715762276,0.19598057291297497,0.06586541731605376,-6.729534206181855,-5678.584087492555,-7.098230109365694,-0.14339705276211942,-0.1024929086561535,0.13625,0.18125,0.11,False,True,-5678.584087492555,-7682.491615307481
29,treatment,policy_value,profit,0.048273982558139535,0.20592979632783795,0.11661996762498666,-6.794845192607333,-4308.261648282567,-5.385327060353209,-0.1448763055649496,-0.11188080530792814,0.095,0.1375,0.095,False,True,-4308.261648282567,-11990.753263590048
