step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.032375,0.22110704418319535,,34.604599946440786,19.54502038954615,-3.702936094170674,72.91213598705224,66.75329762302624,84,8811.982759476059,11.014978449345074,0.07684161023186169,0.05027954527208655,0.25,0.28,0.105,False,False,False,8811.982759476059,8811.982759476059
6,treatment,policy_value,profit,0.0335,0.21024171062752692,0.21525703423068018,17.291178325664525,16.75688702001743,-15.551716726576338,50.13407337790539,44.85380471695623,169,9158.57254226246,11.448215677828076,0.0850397976326814,0.05871354666474643,0.25,0.2725,0.10625,False,False,False,9158.57254226246,17970.555301738517
7,treatment,policy_value,profit,0.03396875,0.20605515258936727,0.18860053871866012,20.86666207286161,13.879651553281498,-6.336955089535532,48.07027923525875,43.69665727109931,226,9003.106168175244,11.253882710219054,0.08240572529621415,0.05576739023274101,0.25,0.27,0.07125,False,False,False,9003.106168175244,26973.66146991376
8,treatment,policy_value,profit,0.035062499999999996,0.2189447405338416,0.15394291780552918,10.626463642095123,14.598751549723167,-17.986563614610574,39.23949089880082,34.639273077620686,220,8577.565002375544,10.72195625296943,0.08140222172266658,0.056465170006502106,0.25,0.27375,0.0975,False,False,False,8577.565002375544,35551.2264722893
9,treatment,policy_value,profit,0.0406875,0.21472402166906399,0.12714953562130746,8.019293704052563,12.7992491029292,-17.066773566845256,33.105360974950386,29.072185013261027,220,9514.335453955471,11.892919317444338,0.08361245198055751,0.05842296832988078,0.25,0.2775,0.10625,False,False,False,9514.335453955471,45065.56192624477
10,treatment,policy_value,profit,0.0375625,0.21279703810618306,0.1609532912573582,-1.633068177159853,12.820363129604713,-26.760518179910296,23.49438182559059,19.45455261540538,251,9362.630092710839,11.703287615888549,0.08137288067859318,0.0558257576539914,0.25,0.27375,0.11,True,True,False,9112.630092710839,54178.19201895561
11,treatment,policy_value,profit,0.05571326335877863,0.23614175314549354,0.14950944280656261,-14.152869078361398,12.297374417223375,-38.255280040523445,9.949541883800645,6.0745118337887085,238,7352.706134173113,9.19088266771639,0.08128943617527741,0.09866252902541113,0.25,0.275,0.08125,True,True,False,7102.706134173113,61280.89815312873
12,treatment,policy_value,profit,0.051459031501340485,0.22986110605903481,0.13603691549156285,-13.332715663360291,12.51743712723529,-37.86644161148597,11.201010284765387,7.256636195509683,229,7013.566372416372,8.766957965520465,0.07825567434317524,0.08062730285783534,0.25,0.27125,0.095,True,True,False,6763.566372416372,68044.4645255451
13,treatment,policy_value,profit,0.0499266581632653,0.22185239686412978,0.15980435855167877,-11.377527485707265,12.683057374559288,-36.235863153698595,13.480808182284065,9.48424543767019,218,6187.746768054019,7.734683460067524,0.0790335522254008,0.06878092911055997,0.25,0.2775,0.09625,True,True,False,5937.746768054019,73982.21129359912
14,treatment,policy_value,profit,0.046732336956521736,0.2286607732846501,0.15845388084133544,-2.49778276878404,12.000145285730397,-26.017635338063727,21.02206980049565,17.240699728394205,238,-11379.753233081734,-14.224691541352167,-0.1446296731811526,0.05592561998612414,0.25,0.28,0.10625,True,True,False,-11629.753233081734,62352.45806051738
15,treatment,policy_value,profit,0.05258351982097187,0.2258182112489787,0.15979598417302587,-2.56707879830964,10.42291456763816,-22.995615964818295,17.861458368199013,14.577090031675315,244,-11263.82627318923,-14.079782841486537,-0.14262460843562993,-0.03445032214042854,0.25,0.29625,0.1025,True,True,False,-11513.82627318923,50838.63178732815
16,treatment,policy_value,profit,0.04344358766233766,0.2049428585688089,0.11899683476993471,-7.513215829696964,7.7909545748112174,-22.783206201514517,7.756774542120587,5.301764060095426,251,-9105.790876375368,-11.38223859546921,-0.14260210345447796,-0.051233925177728824,0.2225,0.25625,0.105,True,True,False,-9355.790876375368,41482.840910952786
17,treatment,policy_value,profit,0.0498128094059406,0.20813641418829615,0.07586269756286376,-5.487422383251466,5.619688285381259,-16.50180902694038,5.526964260437448,3.756142275294594,246,-4546.534504556326,-5.683168130695408,-0.14183762405201808,-0.10343895353633938,0.09,0.135,0.1,True,True,False,-4796.534504556326,36686.306406396456
18,treatment,policy_value,profit,0.059718137254901965,0.2054790349952615,0.18089544342666777,-4.442419471594946,4.130733911506551,-12.538509167866046,3.653670224676154,2.352033184718043,251,-6822.864718590001,-8.5285808982375,-0.1454452167350532,-0.11032550797855364,0.12625,0.18125,0.10875,True,True,False,-7072.864718590001,29613.441687806455
19,treatment,policy_value,profit,0.057238337320574165,0.21564923378992634,0.11770652144942494,-0.2033898305084746,0.08214546570445784,-0.3643919847824821,-0.0423876762344671,-0.06827256330687939,236,-1518.835733288951,-1.8985446666111887,-0.1462761248083662,-0.16501187590550592,0.0,0.0425,0.08625,True,True,False,-1768.835733288951,27844.605954517505
20,treatment,policy_value,profit,0.05163168532338308,0.2147936908402678,0.13380042441850645,-0.17316017316017315,0.07676324244099159,-0.32361336368103316,-0.022706982639313145,-0.04689587541455301,231,-1998.93421659865,-2.4986677707483125,-0.1436577598649103,-0.13036592227104632,0.01375,0.0575,0.09375,True,True,False,-2248.93421659865,25595.671737918856
21,treatment,policy_value,profit,0.05337223101265823,0.20866658120536882,0.10764493776770255,3.20724216610674,3.325569416888766,-3.310754119083108,9.725238451296587,8.677317083155117,205,-4457.082798653944,-5.57135349831743,-0.14287694055764125,-0.1569915103809188,0.07,0.1075,0.07625,False,False,False,-4457.082798653944,21138.58893926491
22,treatment,policy_value,profit,0.05410799050632911,0.21888230623487545,0.22236302576664202,5.984880404635148,4.410279498561474,-2.6591085743007072,14.628869383571004,13.239144633713707,214,-4500.551269130673,-5.625689086413342,-0.14245130620434948,-0.14822634954286815,0.07625,0.11375,0.0975,False,False,False,-4500.551269130673,16638.03767013424
23,treatment,policy_value,profit,0.05184533227848102,0.2188910943357273,0.2176718259518184,3.252272164418009,5.295213076915196,-7.126154756801295,13.630699085637314,11.962122599462832,210,-3180.166288974123,-3.9752078612176533,-0.14241760527410677,-0.15360099695210921,0.055,0.08625,0.08875,False,False,False,-3180.166288974123,13457.871381160116
24,treatment,policy_value,profit,0.051700949367088606,0.21391629088296937,0.17033100717061547,-2.813210110149276,4.931195776274342,-12.478176232363017,6.851756012064465,5.297885147663353,220,-4297.138363137363,-5.371422953921703,-0.14393912095335762,-0.15466621360342192,0.06625,0.105,0.08875,True,True,False,-4547.138363137363,8910.733018022753
25,treatment,policy_value,profit,0.05896418539325843,0.21425940688590223,0.17119268939927476,-14.813712728707204,7.72105362899423,-29.946699764238176,0.31927430682376645,-2.1137096631692227,229,-6773.380206678605,-8.466725258348255,-0.14413970072714835,-0.11757772197888411,0.19375,0.2175,0.10875,True,True,False,-7023.380206678605,1887.352811344148
26,treatment,policy_value,profit,0.06268342391304348,0.21294578675470993,0.14584795847090584,-12.732220553197344,7.539005627467323,-27.508400062278085,2.0439589558833955,-0.3316598032501634,222,-3763.2991770298004,-4.704123971287251,-0.14390543884978893,-0.1946869679467907,0.07375,0.1175,0.08,True,True,False,-4013.2991770298004,-2125.9463656856524
27,treatment,policy_value,profit,0.062152964959568735,0.21087994679452288,0.0836391279330329,-10.922877869102262,6.653533118382326,-23.96356315107609,2.117807412871567,0.021210212710640164,242,-4101.547701458088,-5.12693462682261,-0.14393155764972984,-0.1610532970396334,0.08,0.14,0.11375,True,True,False,-4351.547701458088,-6477.494067143741
28,treatment,policy_value,profit,0.05743489583333334,0.21115884760520395,0.10470871674477135,-2.18856862978899,1.9103450245377511,-5.932776075928267,1.555638816350287,0.9536693125506277,229,-1909.6693330945807,-2.387086666368226,-0.1433579021965109,-0.1600591560437074,0.0125,0.0575,0.0925,True,True,False,-2159.669333094581,-8637.163400238322
29,treatment,policy_value,profit,0.061914567183462534,0.20887116565634828,0.05143622112744001,-2.1021243005360293,1.9267166942125724,-5.878419629604743,1.6741710285326836,1.0670426420474697,227,-1284.6063756952585,-1.6057579696190731,-0.14163844283248347,-0.16788314540045568,0.00625,0.04125,0.0775,True,True,False,-1534.6063756952585,-10171.76977593358
