step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.0365,0.2089163410697278,0.029305684596049607,,7838.644492251945,9.79830561531493,0.07719592868891793,0.07572004243331026,0.25,0.28125,0.105,False,False,7838.644492251945,7838.644492251945
6,treatment,policy_value,profit,0.030468750000000003,0.21214102331309242,0.02476015909717701,,8190.178500701351,10.23772312587669,0.08154219899153992,0.07865878576112104,0.25,0.27375,0.1075,False,False,8190.178500701351,16028.822992953297
7,treatment,policy_value,profit,0.02790625,0.20843128243406106,0.0458210563828115,,7817.590127279036,9.771987659098794,0.08018636787685725,0.07629353339964379,0.25,0.2775,0.0975,False,False,7817.590127279036,23846.413120232333
8,treatment,policy_value,profit,0.034625,0.21610696575300423,0.07210884262275417,,8409.978364384815,10.51247295548102,0.08078727347799164,0.07835707743150219,0.25,0.26875,0.0975,False,False,8409.978364384815,32256.391484617146
9,treatment,policy_value,profit,0.031156250000000003,0.2094611505550828,0.12104368166330057,15.614214383981931,8184.037119907576,10.23004639988447,0.0745277771294975,0.06960731869876804,0.25,0.28375,0.0875,False,False,8184.037119907576,40440.42860452472
10,treatment,policy_value,profit,0.029531250000000002,0.21202340632140307,0.14734283553378413,20.328955750125182,8590.320874242036,10.737901092802545,0.08188993086144944,0.0795277689743513,0.25,0.2625,0.05875,False,False,8590.320874242036,49030.74947876675
11,treatment,policy_value,profit,0.039874999999999994,0.2046063525117392,0.07645235743283672,26.89585844453444,8366.266882537475,10.457833603171844,0.08095761116421211,0.07868795595641094,0.25,0.295,0.11375,False,False,8366.266882537475,57397.016361304224
12,treatment,policy_value,profit,0.0314375,0.21225613846460883,0.09869967757895476,27.781161090607757,9097.13659774254,11.371420747178174,0.08188631427108162,0.07979754100676277,0.25,0.2675,0.085,False,False,9097.13659774254,66494.15295904677
13,treatment,policy_value,profit,0.031156249999999996,0.21749598922852634,0.14145601705133717,29.800449356624853,8434.439556792287,10.54304944599036,0.08293412528505885,0.08162497989725899,0.25,0.27875,0.11125,False,False,8434.439556792287,74928.59251583906
14,treatment,policy_value,profit,0.031,0.20622893771122322,0.10022886005885923,14.717178869697149,-9267.24097233259,-11.58405121541574,-0.1436064013417743,0.07673138632658037,0.25,0.2575,0.09875,False,False,-9267.24097233259,65661.35154350646
15,treatment,policy_value,profit,0.02896875,0.21069056383442997,0.1116670014607547,7.904860026267023,-9547.59421324438,-11.934492766555474,-0.14208092987939602,0.0807973124755702,0.25,0.2775,0.07375,False,False,-9547.59421324438,56113.75733026208
16,treatment,policy_value,profit,0.032656250000000005,0.21876615183285664,0.11843009272784044,-0.2632234530441031,-9229.769060578452,-11.537211325723066,-0.14075718195222406,0.07934823213902321,0.25,0.27375,0.09,True,False,-9479.769060578452,46633.98826968363
17,treatment,policy_value,profit,0.056126106948228886,0.22663341745573554,0.0933754778116328,-4.533861469012807,-8796.457231661025,-10.99557153957628,-0.1429054300420929,0.019400283121584646,0.25,0.2725,0.11875,False,True,-8796.457231661025,37837.5310380226
18,treatment,policy_value,profit,0.04612142370572207,0.21118721862185708,0.1663138089334714,-16.939557982453596,-8570.398568433096,-10.71299821054137,-0.14240339292025073,0.017170813632033207,0.25,0.2725,0.11125,False,True,-8570.398568433096,29267.132469589502
19,treatment,policy_value,profit,0.0542613249318801,0.21609536020009,0.1845932399659584,-9.899092787294801,-8916.437401999838,-11.145546752499797,-0.1428953774949803,0.006402701131872084,0.25,0.27375,0.11375,False,True,-8916.437401999838,20350.695067589666
20,treatment,policy_value,profit,0.05816672343324251,0.21392478773357468,0.2094114759407324,-7.4384685809391655,-9263.119738685296,-11.57889967335662,-0.14859853772671824,-0.002922822831839981,0.25,0.28,0.09625,False,True,-9263.119738685296,11087.57532890437
21,treatment,policy_value,profit,0.05271202316076294,0.21413315370518632,0.20166428967353583,-1.5474713172656758,-8557.397766306975,-10.696747207883718,-0.1431701334924436,0.011444272591374894,0.25,0.27125,0.11625,True,False,-8807.397766306975,2280.177562597395
22,treatment,policy_value,profit,0.046697682584269665,0.21419822031921354,0.10564431871019625,-3.349005529791074,-5297.313274923882,-6.621641593654853,-0.14275513803251377,-0.15282573520667092,0.09875,0.14375,0.11375,False,True,-5297.313274923882,-3017.135712326487
23,treatment,policy_value,profit,0.06410287921348315,0.20056318119764113,0.11329772838139089,3.3803368645014746,-4428.304940196391,-5.5353811752454884,-0.14425616893478474,-0.166281486262306,0.08375,0.125,0.10625,False,False,-4428.304940196391,-7445.440652522878
24,treatment,policy_value,profit,0.05215414325842696,0.20956685570098113,0.11350816750952089,3.608941168722172,-5363.643377136542,-6.704554221420677,-0.14295660674709396,-0.15384316453451177,0.1025,0.14875,0.0975,False,False,-5363.643377136542,-12809.08402965942
25,treatment,policy_value,profit,0.04847085674157303,0.2014304137802825,0.12267549645068354,1.8798642121873423,-5202.781570389934,-6.503476962987418,-0.14366788735902009,-0.15899341174405004,0.09,0.145,0.10625,False,False,-5202.781570389934,-18011.865600049354
26,treatment,policy_value,profit,0.05540554775280899,0.2096270603149338,0.1158132034802889,0.9029894450812289,-4760.524532623354,-5.950655665779193,-0.1418661223322072,-0.15799627263295243,0.09625,0.13375,0.1025,False,False,-4760.524532623354,-22772.390132672706
27,treatment,policy_value,profit,0.05234023876404495,0.2054672387045531,0.1272537204591643,5.574427792507604,-4940.032923448243,-6.175041154310304,-0.14243277657512748,-0.15921515385870932,0.08375,0.13875,0.115,False,False,-4940.032923448243,-27712.423056120948
28,treatment,policy_value,profit,0.05967696629213484,0.2202751923966104,0.12837813250501467,11.312307794451218,-5935.912790861477,-7.419890988576847,-0.1425529309888482,-0.15245917644041124,0.115,0.16625,0.11875,False,False,-5935.912790861477,-33648.33584698242
29,treatment,policy_value,profit,0.056520365168539324,0.21203088418074859,0.1215198127180683,7.0432869345757805,-4487.376117219703,-5.6092201465246285,-0.1455401635333902,-0.1593605049672644,0.08875,0.12375,0.0875,False,False,-4487.376117219703,-38135.71196420213
