step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retrained,step_net_value,cumulative_net_value
5,treatment,policy_value,profit,0.03065625,0.21232283824611095,0.017780240992488143,,8028.482237549061,10.035602796936326,0.07997374885659135,0.057267158013134256,0.25,0.27375,0.0925,False,8028.482237549061,8028.482237549061
6,treatment,policy_value,profit,0.03665625,0.2216697141599195,0.022585994238498122,,8746.83770123608,10.9335471265451,0.08573813913033611,0.06091686200874879,0.25,0.28,0.095,False,8746.83770123608,16775.319938785142
7,treatment,policy_value,profit,0.03653125,0.22300624452595066,0.04187641842820414,,8736.356106439625,10.920445133049531,0.08547132984643614,0.05986703924842833,0.25,0.27375,0.0925,False,8736.356106439625,25511.67604522477
8,treatment,policy_value,profit,0.029906250000000002,0.20866817492276113,0.07364842391651098,,8015.866473113271,10.01983309139159,0.0784730333045882,0.056462871823401525,0.25,0.2725,0.10625,False,8015.866473113271,33527.54251833804
9,treatment,policy_value,profit,0.03553125,0.21656137690213817,0.12402078533342538,36.226044300472005,8151.338723139082,10.189173403923853,0.07927357163371312,0.058132762973777646,0.25,0.27625,0.11,False,8151.338723139082,41678.881241477124
10,treatment,policy_value,profit,0.03453125,0.2175738292464842,0.15888042697748647,36.05354773416015,8705.954426520619,10.882443033150773,0.08191781503841535,0.06071511151818058,0.25,0.29,0.11125,False,8705.954426520619,50384.835667997744
11,treatment,policy_value,profit,0.02796875,0.20733545740673193,0.12679604151151436,22.91667785754391,7777.853740324488,9.72231717540561,0.0805613579852362,0.058077611048996634,0.25,0.27625,0.0975,False,7777.853740324488,58162.68940832223
12,treatment,policy_value,profit,0.029875000000000002,0.21874649775956925,0.12650171883788727,22.735218325169736,8755.479042715187,10.944348803393984,0.08447288156674933,0.06227137582460748,0.25,0.28125,0.11375,False,8755.479042715187,66918.16845103742
13,treatment,policy_value,profit,0.029656250000000002,0.22074710094293518,0.15982756743070478,22.255533959936262,8482.972984413518,10.603716230516898,0.08061642213267736,0.06100536660488098,0.25,0.2825,0.105,False,8482.972984413518,75401.14143545093
14,treatment,policy_value,profit,0.03075,0.2069408513911127,0.17879908169514794,18.47927247218775,-9326.09474245804,-11.657618428072551,-0.14231672969830847,0.06177272660122823,0.25,0.28,0.12125,False,-9326.09474245804,66075.0466929929
15,treatment,policy_value,profit,0.028624999999999998,0.21500384238011133,0.1603273494192248,8.943561234042066,-9634.100854473976,-12.04262606809247,-0.14548459090776025,0.05570531869879626,0.25,0.26875,0.0925,False,-9634.100854473976,56440.94583851892
16,treatment,policy_value,profit,0.03803125,0.19980697562092892,0.14828729618147724,6.464439214377206,-9369.201945931614,-11.711502432414518,-0.14241979727048573,0.0553907679833898,0.25,0.27625,0.0975,False,-9369.201945931614,47071.74389258731
17,treatment,policy_value,profit,0.03459375,0.21038933504834703,0.16188424228356396,-10.103294293391016,-9556.104235012048,-11.94513029376506,-0.14638667720196627,0.05325622193846216,0.25,0.2725,0.12375,True,-9806.104235012048,37265.63965757526
18,treatment,policy_value,profit,0.04263669611819235,0.2070746041056774,0.15454243350087032,-11.878250590122205,-8484.978027276386,-10.606222534095481,-0.14156981797514154,0.033936636837349946,0.25,0.2725,0.095,True,-8734.978027276386,28530.661630298873
19,treatment,policy_value,profit,0.04572599531615925,0.2190424718204493,0.1478702520211807,-7.6614736832537496,-8957.9803963023,-11.197475495377876,-0.14527079011850882,0.03131143556881341,0.25,0.2775,0.11,True,-9207.9803963023,19322.681233996573
20,treatment,policy_value,profit,0.03603666569086651,0.2168233773636758,0.13839499703356045,-6.57110047752869,-8734.242820453745,-10.91780352556718,-0.14063886086373611,0.011918396552609338,0.25,0.28125,0.10125,True,-8984.242820453745,10338.438413542828
21,treatment,policy_value,profit,0.04397569444444444,0.21285228920272403,0.10440176763351199,-5.552912537660955,-8662.331490497643,-10.827914363122055,-0.14306234029778495,-0.03526402815038661,0.25,0.27125,0.1075,True,-8912.331490497643,1426.1069230451849
22,treatment,policy_value,profit,0.04538092798594848,0.19521836633841538,0.07469556833011236,0.675419977303523,-9108.037767849066,-11.385047209811333,-0.14351023951416447,-0.05122558552642417,0.24,0.2775,0.12125,False,-9108.037767849066,-7681.930844803881
23,treatment,policy_value,profit,0.04185889929742389,0.19861948483390152,0.08755696435484982,1.1495809123884682,-8099.479101631935,-10.12434887703992,-0.1416087772161929,-0.04715796326273624,0.22,0.25125,0.0875,False,-8099.479101631935,-15781.409946435815
24,treatment,policy_value,profit,0.04284872658079625,0.19907261197657036,0.09638419996380974,-2.7375668742674533,-8427.281694033029,-10.534102117541286,-0.14432373438019916,-0.05052721156985239,0.22875,0.2525,0.1125,True,-8677.281694033029,-24458.691640468845
25,treatment,policy_value,profit,0.042268139153754464,0.19201372450372312,0.062493683747330206,-0.37997823788839624,-4117.575671811205,-5.146969589764007,-0.14372559292392256,-0.1041927944038272,0.08875,0.13,0.1,True,-4367.575671811205,-28826.26731228005
26,treatment,policy_value,profit,0.04243435650887573,0.21710467777887582,0.049619916337910665,0.313287331196886,-3833.044818158717,-4.791306022698397,-0.14381986651321457,-0.11597867538432957,0.07125,0.12,0.09,False,-3833.044818158717,-32659.312130438768
27,treatment,policy_value,profit,0.051280510355029583,0.19966450718646428,0.08899504300331441,-0.882243498918177,-4410.708418758415,-5.513385523448019,-0.14367080058898946,-0.11948035144556292,0.0825,0.1375,0.10625,True,-4660.708418758415,-37320.02054919719
28,treatment,policy_value,profit,0.043044507575757576,0.20093210689636531,0.06457513606044672,-1.5692511554538369,-4653.849454339933,-5.817311817924916,-0.1448628908727259,-0.1143572022430702,0.12625,0.15875,0.11125,True,-4903.849454339933,-42223.87000353712
29,treatment,policy_value,profit,0.04204094570405728,0.21648605202562607,0.0736598548435872,1.743424696069726,-5244.103812027826,-6.555129765034783,-0.14163319215214012,-0.10181476791800653,0.12875,0.1575,0.09625,False,-5244.103812027826,-47467.97381556495
