step,drift_type,trigger,policy,feature_drift,brier,cate_shift,policy_value_estimate_per_customer,policy_value_standard_error,policy_value_lower,policy_value_upper,policy_value_upper_one_sided,policy_value_monitor_n,oracle_incremental_value,oracle_value_per_customer,true_mean_cate,predicted_mean_uplift,policy_treatment_rate,actual_treatment_rate,exploration_rate_realized,retraining_requested,retrained,retraining_blocked_by_cooldown,step_net_value,cumulative_net_value
5,none,never,profit,0.03334375,0.20778672760920536,,-7.80829211152256,20.876806630043077,-48.726081218614,33.109496995568875,26.530998993068323,92,8657.686762649566,10.822108453311957,0.08058676747506166,0.08006085218430437,0.25,0.265,0.115,False,False,False,8657.686762649566,8657.686762649566
6,none,never,profit,0.03609375,0.20505262469204538,0.18109169567354708,-21.967256514094572,14.243905436191916,-49.884798168225004,5.950285140035863,1.4618830045794837,178,9168.204301857242,11.460255377321552,0.08295124394566329,0.08331574438220468,0.25,0.27125,0.1075,False,False,False,9168.204301857242,17825.89106450681
7,none,never,profit,0.03471875,0.2126568649173518,0.17482620075960745,-10.248336007295677,13.067264041938314,-35.85970290597005,15.363030891378703,11.245400646419103,259,8707.2237672896,10.884029709112001,0.08083170670882794,0.08004494228698437,0.25,0.2625,0.10125,False,False,False,8707.2237672896,26533.11483179641
8,none,never,profit,0.027,0.2183929848152424,0.18422469499756425,-6.0529150581302655,13.78785638732807,-33.076617001303816,20.97078688504328,16.626090528452323,244,9534.280724455262,11.917850905569077,0.08160039441877977,0.08235263603750712,0.25,0.2725,0.09625,False,False,False,9534.280724455262,36067.39555625167
9,none,never,profit,0.034312499999999996,0.21101831626202025,0.18908451690099598,18.018461759958793,14.75835239546176,-10.907377406296678,46.94430092621427,42.293791225462,232,9476.492200549528,11.84561525068691,0.07914537959045269,0.07756391892515936,0.25,0.2725,0.0925,False,False,False,9476.492200549528,45543.887756801196
10,none,never,profit,0.035875000000000004,0.21337760475593293,0.13586948084805647,16.25297476199159,15.210492715487517,-13.559043147472778,46.06499267145596,41.27200887278017,230,8871.642078717274,11.089552598396592,0.08083587942663709,0.08151927712964689,0.25,0.265,0.09875,False,False,False,8871.642078717274,54415.52983551847
11,none,never,profit,0.03534375,0.20119353589362568,0.1349689348967007,18.618251954851008,13.685240266179662,-8.204326086638464,45.44082999634048,41.128469042378946,232,9119.485424267685,11.399356780334607,0.07743237966270125,0.0750809777422666,0.25,0.2675,0.09875,False,False,False,9119.485424267685,63535.01525978616
12,none,never,profit,0.03565625,0.21751514657217266,0.0922466142339229,17.766091489717837,12.906389067169002,-7.529966252394903,43.062149231830574,38.99521235769759,255,9942.801299877638,12.428501624847048,0.0838088331328664,0.08373982379216809,0.25,0.28125,0.12125,False,False,False,9942.801299877638,73477.8165596638
13,none,never,profit,0.04146875,0.2194033091503152,0.13221974749459936,16.707060906630694,11.73995876337871,-6.302835449576957,39.71695726283835,36.017574658834874,266,9585.931347297326,11.982414184121659,0.08254049909893198,0.08171458814104658,0.25,0.28125,0.1125,False,False,False,9585.931347297326,83063.74790696113
14,none,never,profit,0.034,0.2116300338435147,0.16501479437816993,10.535722779199737,13.395610456645542,-15.719191266753665,36.79063682515314,32.56954122404221,259,9275.107626049781,11.593884532562226,0.082449659305292,0.08259604404694461,0.25,0.26375,0.09,False,False,False,9275.107626049781,92338.85553301091
15,none,never,profit,0.03790625,0.21177617724669529,0.12622615266894094,-5.701387563305569,13.400683299799036,-31.96624419913904,20.5634690725279,16.34077496599689,250,8251.8699113748,10.314837389218502,0.07263197269170792,0.06913517104406373,0.25,0.28,0.11,False,False,False,8251.8699113748,100590.72544438571
16,none,never,profit,0.035187500000000003,0.21369082468600095,0.055475113131693565,-4.117875711127409,13.024832680338978,-29.6460786692521,21.410327246997277,17.306067563564213,244,9354.444357267486,11.693055446584358,0.08405131102048166,0.08463186660959739,0.25,0.27625,0.105,False,False,False,9354.444357267486,109945.16980165319
17,none,never,profit,0.0394375,0.21879628237510165,0.12277272911197944,-6.1854610500346725,11.15012240015803,-28.039299377557708,15.668377277488364,12.154858220818113,267,8527.113950193681,10.658892437742102,0.078503639166739,0.07774287239268984,0.25,0.27375,0.11875,False,False,False,8527.113950193681,118472.28375184687
18,none,never,profit,0.032375,0.21039325249803095,0.08099034249503609,4.088713574380075,10.352698071871155,-16.202201789304638,24.37962893806479,21.11738654663085,276,9385.219683760115,11.731524604700144,0.07976216561693593,0.07885540609073878,0.25,0.29375,0.12125,False,False,False,9385.219683760115,127857.50343560698
19,none,never,profit,0.0335625,0.2122787180900442,0.14474865729755765,1.364302804996321,11.11264451274113,-20.416080212972947,23.144685822965588,19.64297643680094,275,9658.329631170745,12.072912038963432,0.08697818712282945,0.08860236627605461,0.25,0.28,0.10375,False,False,False,9658.329631170745,137515.83306677773
20,none,never,profit,0.039406250000000004,0.20637771455437062,0.18956714953903972,19.79996897948399,14.437001110564164,-8.496033241986527,48.09597120095451,43.54672261849788,253,9060.799041546325,11.325998801932906,0.08254559649204202,0.0837470477590932,0.25,0.26125,0.09125,False,False,False,9060.799041546325,146576.63210832406
21,none,never,profit,0.033187499999999995,0.21503513332946922,0.1942311408884067,29.799152133329326,16.06712333175214,-1.6918309320680542,61.2901351987267,56.22721822023844,229,10010.793988008443,12.513492485010554,0.08580515889679084,0.08827506144621663,0.25,0.2725,0.09125,False,False,False,10010.793988008443,156587.4260963325
22,none,never,profit,0.03678125,0.211580616244243,0.11921995999676091,24.212335293958937,17.331030431806717,-9.75586016734988,58.18053075526775,52.71934355852254,218,8640.749300445172,10.800936625556465,0.07915717937889548,0.07856434134180988,0.25,0.26375,0.09,False,False,False,8640.749300445172,165228.17539677766
23,none,never,profit,0.03728125,0.21154261319519224,0.14967385349528417,20.26790742917706,15.00796020800938,-9.14715405993157,49.682968918285695,44.95380521046465,223,9447.51630874271,11.809395385928388,0.0819266642330425,0.08221693286675967,0.25,0.28625,0.0975,False,False,False,9447.51630874271,174675.69170552038
24,none,never,profit,0.0365625,0.2105493490714946,0.1972652944628503,13.266480640928597,15.066425439729452,-16.26317059669916,42.79613187855636,38.048545170661505,233,9265.739637092658,11.582174546365822,0.08173238130770337,0.08180743669973185,0.25,0.27625,0.10375,False,False,False,9265.739637092658,183941.43134261304
25,none,never,profit,0.03653125,0.21248282312850808,0.21198321973637474,17.93455584827725,14.023747779346946,-9.551484727516318,45.420596424070816,41.00156824658872,236,9410.196813887567,11.76274601735946,0.08227456660027635,0.08319802171387224,0.25,0.26875,0.09375,False,False,False,9410.196813887567,193351.6281565006
26,none,never,profit,0.03315625,0.20641908062398606,0.20275911813665035,20.630950017245365,13.3705310416953,-5.574809278652225,46.836709313142954,42.62351649544512,231,9301.30610438536,11.6266326304817,0.08136786252377913,0.0813609104219803,0.25,0.29,0.09125,False,False,False,9301.30610438536,202652.93426088596
27,none,never,profit,0.033468750000000005,0.2088755135278293,0.19823083225400118,11.819342589237527,14.05409018570688,-15.726168010225786,39.36485318870084,34.936263804700566,233,9354.674706568727,11.693343383210909,0.07841066327458787,0.07690348643760622,0.25,0.27125,0.10625,False,False,False,9354.674706568727,212007.6089674547
28,none,never,profit,0.029687500000000002,0.21968042260260962,0.1699395618036204,26.23674310310247,14.76596409817868,-2.7040147263391923,55.177500932544135,50.52459270542688,221,9010.170748126293,11.262713435157867,0.0806867793829705,0.08156375735987544,0.25,0.27,0.07875,False,False,False,9010.170748126293,221017.77971558098
29,none,never,profit,0.03365625,0.20836029951755666,0.13900589887798812,16.952846084543385,14.945373310225262,-12.339547339004287,46.24523950809106,41.53579758001113,222,9344.30081479546,11.680376018494325,0.08118572612090932,0.08068558959463974,0.25,0.28,0.0925,False,False,False,9344.30081479546,230362.08053037644
